SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14,Prop15,Prop16,Prop17,Prop18,Prop19,Prop20,Prop21,Prop22,Prop23,Prop24,Prop25,Prop26,Prop27,Prop28,Prop29,Prop30,Prop31,Prop32,Prop33,Prop34
218,0.5,0.5,1,0.9902913,0.9805825,0.9660194,0.9223301,0.9126214,0.8932039,0.8834951,0.8786408,0.8349515,0.8106796,0.8058252,0.7912621,0.7815534,0.7572816,0.7427184,0.6650485,0.6553398,0.631068,0.6165049,0.5631068,0.5485437,0.4902913,0.4466019,0.4417476,0.3980583,0.3786408,0.3737864,0.3543689,0.3009709,0.2718447,0.2669903,0.1796117,0.01941748,0
219,0.5,0.5,1,0.9902913,0.9805825,0.9708738,0.9563107,0.9466019,0.9320388,0.9029126,0.8883495,0.8640777,0.8495146,0.8446602,0.8398058,0.8300971,0.8009709,0.7912621,0.776699,0.7184466,0.7038835,0.6990291,0.6601942,0.6504854,0.6019417,0.5873786,0.5825243,0.5291262,0.5,0.461165,0.4466019,0.4417476,0.3932039,0.315534,0.1650485,0.1456311,0
220,0.5,0.5,1,0.9708738,0.9514563,0.9368932,0.9126214,0.907767,0.9029126,0.8980583,0.8834951,0.8592233,0.8495146,0.8398058,0.7912621,0.7864078,0.776699,0.7669903,0.7621359,0.7572816,0.7427184,0.7281553,0.6699029,0.6601942,0.6262136,0.6067961,0.5728155,0.5533981,0.5339806,0.4660194,0.4271845,0.407767,0.2815534,0.2135922,0.1941748,0.07281553,0
221,0.5,0.5,1,0.9757282,0.9563107,0.9466019,0.9417476,0.9271845,0.9174757,0.907767,0.8786408,0.8640777,0.8398058,0.8349515,0.8300971,0.815534,0.7961165,0.7815534,0.7087379,0.6893204,0.6165049,0.6067961,0.6019417,0.5728155,0.5194175,0.5048544,0.4466019,0.4271845,0.3932039,0.3883495,0.3252427,0.3106796,0.3058252,0.2378641,0.1601942,0.1504854,0
222,0.5,0.5,1,0.9902913,0.9757282,0.961165,0.9368932,0.9320388,0.9223301,0.8980583,0.8786408,0.8737864,0.868932,0.8543689,0.8446602,0.8349515,0.8058252,0.8009709,0.7912621,0.7524272,0.7427184,0.6990291,0.6941748,0.6699029,0.5970874,0.5825243,0.5776699,0.5728155,0.5194175,0.5,0.4854369,0.4368932,0.3786408,0.2038835,0.1165049,0.01941748,0
223,0.5,0.5,1,0.9902913,0.9660194,0.9563107,0.9417476,0.9223301,0.9174757,0.9029126,0.8932039,0.8786408,0.868932,0.8640777,0.8543689,0.8446602,0.8106796,0.8009709,0.7912621,0.7815534,0.7475728,0.6699029,0.6213592,0.6165049,0.6116505,0.5679612,0.538835,0.4805825,0.4660194,0.4514563,0.3203883,0.2718447,0.2135922,0.1796117,0.1699029,0.1504854,0
224,0.5,0.5,1,0.9951456,0.9805825,0.9708738,0.9368932,0.9223301,0.868932,0.8592233,0.8495146,0.8252427,0.815534,0.8009709,0.7912621,0.7718447,0.7669903,0.7330097,0.7038835,0.6893204,0.6504854,0.6456311,0.6213592,0.6165049,0.5970874,0.592233,0.5728155,0.4951456,0.4708738,0.4660194,0.3834951,0.3640777,0.315534,0.1359223,0.131068,0.09223301,0
225,0.5,0.5,1,0.9951456,0.9805825,0.9757282,0.9660194,0.9563107,0.9466019,0.8980583,0.8737864,0.868932,0.8398058,0.8300971,0.8252427,0.8106796,0.7669903,0.7427184,0.7378641,0.6699029,0.6456311,0.6262136,0.6019417,0.5679612,0.5339806,0.4902913,0.4660194,0.4417476,0.4223301,0.4126214,0.3883495,0.3834951,0.3300971,0.2815534,0.2718447,0.1165049,0
226,0.5,0.5,1,0.9902913,0.9708738,0.9126214,0.9029126,0.8932039,0.8883495,0.8786408,0.8737864,0.8592233,0.8252427,0.7912621,0.7621359,0.7427184,0.7330097,0.7184466,0.6990291,0.6699029,0.592233,0.5825243,0.5582524,0.5242718,0.5145631,0.461165,0.4563107,0.4174757,0.3640777,0.3446602,0.3398058,0.3300971,0.2961165,0.2184466,0.2135922,0.004854369,0
227,0.5,0.5,1,0.9854369,0.9757282,0.9660194,0.9514563,0.9466019,0.9368932,0.9029126,0.8883495,0.868932,0.8592233,0.8446602,0.8009709,0.7815534,0.776699,0.7718447,0.7475728,0.7135922,0.7038835,0.6747573,0.6699029,0.6553398,0.631068,0.6262136,0.6116505,0.5825243,0.5485437,0.5291262,0.5242718,0.4902913,0.3786408,0.3106796,0.1699029,0.004854369,0
228,0.5,0.5,1,0.9854369,0.9563107,0.9417476,0.9320388,0.9126214,0.8932039,0.8883495,0.8543689,0.8398058,0.8349515,0.8058252,0.7815534,0.7669903,0.7572816,0.7281553,0.723301,0.7038835,0.6941748,0.6650485,0.631068,0.6116505,0.5728155,0.5679612,0.461165,0.4126214,0.3932039,0.3543689,0.3300971,0.2427184,0.2330097,0.131068,0.08737864,0.06796117,0
229,0.5,0.5,1,0.9951456,0.9902913,0.9757282,0.9660194,0.9514563,0.9466019,0.9368932,0.9223301,0.9029126,0.8786408,0.868932,0.8543689,0.8300971,0.8252427,0.8106796,0.7961165,0.7572816,0.7475728,0.7330097,0.6990291,0.684466,0.6407767,0.6116505,0.5,0.4320388,0.3058252,0.2184466,0.1601942,0.1456311,0.131068,0.1213592,0.1067961,0.0631068,0
230,0.5,0.5,1,0.9902913,0.9805825,0.9514563,0.9368932,0.9223301,0.8980583,0.8786408,0.8737864,0.868932,0.8640777,0.8495146,0.8349515,0.8252427,0.8106796,0.776699,0.7718447,0.7621359,0.7281553,0.6601942,0.631068,0.6116505,0.5970874,0.5873786,0.5631068,0.5582524,0.5291262,0.5145631,0.4902913,0.3786408,0.2330097,0.1601942,0.1213592,0.1165049,0
231,0.5,0.5,1,0.9902913,0.9854369,0.961165,0.9466019,0.9417476,0.9320388,0.9174757,0.907767,0.9029126,0.8980583,0.8883495,0.8834951,0.8786408,0.8543689,0.8398058,0.8106796,0.7864078,0.7378641,0.7135922,0.6650485,0.6456311,0.6262136,0.6067961,0.5728155,0.5582524,0.5194175,0.461165,0.4417476,0.4029126,0.3883495,0.3058252,0.2135922,0.1747573,0
232,0.5,0.5,1,0.9708738,0.961165,0.9563107,0.9514563,0.9417476,0.9320388,0.9223301,0.9174757,0.8883495,0.8543689,0.8446602,0.8300971,0.7912621,0.7378641,0.7135922,0.7038835,0.684466,0.6699029,0.6116505,0.592233,0.5825243,0.5679612,0.5533981,0.4902913,0.4029126,0.3834951,0.3640777,0.3543689,0.2427184,0.1650485,0.1165049,0.1116505,0.09223301,0
233,0.5,0.5,1,0.9563107,0.9514563,0.9271845,0.9126214,0.9029126,0.8980583,0.8932039,0.8252427,0.8106796,0.7912621,0.7572816,0.7475728,0.6990291,0.6893204,0.6796117,0.6213592,0.6165049,0.5970874,0.5825243,0.5339806,0.5097087,0.4902913,0.4223301,0.407767,0.3834951,0.3592233,0.2864078,0.2572816,0.2475728,0.1650485,0.131068,0.02427184,0.009708738,0
234,0.5,0.5,1,0.9805825,0.9757282,0.9660194,0.8980583,0.8932039,0.8786408,0.8640777,0.8300971,0.8203883,0.7961165,0.7864078,0.7524272,0.7184466,0.6893204,0.6359223,0.631068,0.6213592,0.5970874,0.5776699,0.5291262,0.5,0.4951456,0.4805825,0.4660194,0.461165,0.3398058,0.3349515,0.3058252,0.2184466,0.2038835,0.1407767,0.08252427,0.01941748,0
235,0.5,0.5,1,0.9854369,0.9805825,0.9757282,0.9660194,0.961165,0.9368932,0.9271845,0.8737864,0.8640777,0.8446602,0.8349515,0.8300971,0.815534,0.8058252,0.8009709,0.7718447,0.7378641,0.7087379,0.6601942,0.631068,0.6067961,0.6019417,0.5873786,0.5436893,0.538835,0.5242718,0.5194175,0.5097087,0.4902913,0.4466019,0.3446602,0.3058252,0.2087379,0
236,0.5,0.5,1,0.9757282,0.9708738,0.9660194,0.9466019,0.9320388,0.9174757,0.8932039,0.8640777,0.8495146,0.815534,0.8106796,0.7815534,0.776699,0.7621359,0.7330097,0.7281553,0.6990291,0.6941748,0.6893204,0.6650485,0.6116505,0.6019417,0.592233,0.5436893,0.5145631,0.461165,0.4466019,0.4223301,0.3543689,0.3349515,0.2718447,0.02427184,0.01941748,0
237,0.5,0.5,1,0.9902913,0.9854369,0.9708738,0.9660194,0.961165,0.9514563,0.9223301,0.8932039,0.8883495,0.8786408,0.868932,0.8592233,0.8349515,0.8203883,0.8058252,0.776699,0.7475728,0.7378641,0.7038835,0.6990291,0.6747573,0.6456311,0.5728155,0.5582524,0.5242718,0.4951456,0.4126214,0.2378641,0.184466,0.1650485,0.1601942,0.131068,0.1165049,0
238,0.5,0.5,1,0.9902913,0.961165,0.9271845,0.8883495,0.8640777,0.8543689,0.8203883,0.8106796,0.8009709,0.7912621,0.7669903,0.7378641,0.7135922,0.6941748,0.684466,0.6747573,0.6456311,0.6213592,0.592233,0.5776699,0.5679612,0.5631068,0.5242718,0.461165,0.4563107,0.4368932,0.4320388,0.407767,0.3543689,0.3349515,0.276699,0.08737864,0.08252427,0
239,0.5,0.5,1,0.9854369,0.9708738,0.9660194,0.9563107,0.9320388,0.9174757,0.9029126,0.8834951,0.8786408,0.868932,0.8640777,0.8543689,0.8398058,0.8009709,0.7621359,0.7475728,0.6990291,0.6941748,0.6796117,0.6650485,0.6067961,0.5825243,0.4805825,0.4708738,0.4660194,0.407767,0.4029126,0.3495146,0.3300971,0.2281553,0.1893204,0.1067961,0.02912621,0
240,0.5,0.5,1,0.9951456,0.9805825,0.9757282,0.9660194,0.961165,0.9514563,0.9223301,0.9174757,0.907767,0.9029126,0.8883495,0.8737864,0.8640777,0.8543689,0.815534,0.7864078,0.776699,0.7718447,0.7475728,0.7330097,0.6796117,0.6699029,0.631068,0.5679612,0.5485437,0.4708738,0.4126214,0.4029126,0.3980583,0.3640777,0.2961165,0.08737864,0.06796117,0
241,0.5,0.5,1,0.9951456,0.9902913,0.9514563,0.9466019,0.9223301,0.9174757,0.9029126,0.8932039,0.8786408,0.868932,0.8592233,0.8300971,0.8009709,0.7427184,0.7330097,0.7281553,0.7184466,0.6990291,0.6747573,0.6359223,0.631068,0.6262136,0.592233,0.5679612,0.5291262,0.4708738,0.4660194,0.4563107,0.4029126,0.3058252,0.2135922,0.2038835,0.184466,0
242,0.5,0.5,1,0.9902913,0.9708738,0.961165,0.9514563,0.9417476,0.9174757,0.907767,0.8980583,0.8883495,0.8592233,0.8300971,0.815534,0.8009709,0.776699,0.7669903,0.7621359,0.7572816,0.7475728,0.7281553,0.6504854,0.6262136,0.6213592,0.5291262,0.4951456,0.4854369,0.4757282,0.4368932,0.3640777,0.3543689,0.276699,0.1893204,0.08252427,0.01941748,0
243,0.5,0.5,1,0.961165,0.9514563,0.9417476,0.9320388,0.9029126,0.8737864,0.8543689,0.8446602,0.8252427,0.815534,0.8009709,0.7864078,0.7815534,0.7718447,0.7621359,0.7475728,0.7135922,0.7087379,0.6893204,0.684466,0.631068,0.6116505,0.592233,0.538835,0.4854369,0.4660194,0.461165,0.3932039,0.3446602,0.2621359,0.223301,0.1213592,0.07281553,0
244,0.5,0.5,1,0.9757282,0.9708738,0.9514563,0.9320388,0.8932039,0.8786408,0.8640777,0.8592233,0.8495146,0.8398058,0.7912621,0.7815534,0.7669903,0.6990291,0.6504854,0.6262136,0.6116505,0.592233,0.5825243,0.5728155,0.5533981,0.538835,0.4854369,0.4320388,0.3640777,0.3592233,0.3398058,0.3349515,0.3106796,0.2718447,0.1747573,0.1019417,0.004854369,0
245,0.5,0.5,1,0.9951456,0.9805825,0.9660194,0.9417476,0.9320388,0.9174757,0.9126214,0.9029126,0.8834951,0.8786408,0.815534,0.7572816,0.7524272,0.7330097,0.723301,0.7087379,0.6990291,0.6456311,0.6067961,0.5582524,0.5533981,0.5291262,0.5194175,0.4805825,0.4660194,0.4271845,0.3932039,0.3640777,0.3592233,0.3398058,0.2475728,0.2427184,0.1116505,0
246,0.5,0.5,1,0.9902913,0.9757282,0.9708738,0.9466019,0.9320388,0.9174757,0.9126214,0.8980583,0.8932039,0.8737864,0.868932,0.7961165,0.7621359,0.7572816,0.7427184,0.7087379,0.6990291,0.6893204,0.684466,0.6553398,0.6067961,0.6019417,0.5970874,0.5776699,0.5582524,0.5242718,0.4757282,0.3834951,0.3446602,0.2572816,0.2184466,0.1116505,0.01941748,0
247,0.5,0.5,1,0.9902913,0.9805825,0.9708738,0.9126214,0.8980583,0.8883495,0.8737864,0.8640777,0.8446602,0.8349515,0.8252427,0.8058252,0.776699,0.7621359,0.7524272,0.7281553,0.6941748,0.6893204,0.684466,0.6747573,0.6650485,0.5776699,0.5728155,0.5097087,0.4902913,0.4368932,0.4174757,0.4126214,0.407767,0.315534,0.276699,0.1165049,0.01941748,0
248,0.5,0.5,1,0.9951456,0.9902913,0.9660194,0.9563107,0.9514563,0.9271845,0.9126214,0.9029126,0.8786408,0.8495146,0.8300971,0.8252427,0.8106796,0.7961165,0.7912621,0.7864078,0.723301,0.6941748,0.6456311,0.6359223,0.6116505,0.6067961,0.5679612,0.4902913,0.4757282,0.4660194,0.4126214,0.3592233,0.3495146,0.3106796,0.3058252,0.2281553,0.1553398,0
249,0.5,0.5,1,0.9951456,0.9805825,0.9708738,0.961165,0.9417476,0.9368932,0.9271845,0.9174757,0.8786408,0.868932,0.8592233,0.8300971,0.8203883,0.8009709,0.7912621,0.7427184,0.7378641,0.7281553,0.723301,0.7087379,0.6893204,0.6504854,0.631068,0.5631068,0.5533981,0.538835,0.5097087,0.4514563,0.3737864,0.368932,0.2524272,0.2135922,0.1941748,0
250,0.5,0.5,1,0.9902913,0.9854369,0.9757282,0.9660194,0.961165,0.9466019,0.9417476,0.9174757,0.9126214,0.9029126,0.8786408,0.868932,0.8592233,0.8495146,0.8203883,0.8106796,0.7427184,0.7378641,0.7281553,0.7087379,0.7038835,0.6893204,0.6747573,0.6262136,0.5631068,0.5048544,0.4271845,0.4126214,0.3349515,0.2621359,0.1019417,0.08252427,0.07281553,0
251,0.5,0.5,1,0.9902913,0.9805825,0.9514563,0.9466019,0.9417476,0.9320388,0.9174757,0.8883495,0.8495146,0.7912621,0.7815534,0.7718447,0.7621359,0.7572816,0.7427184,0.7038835,0.6893204,0.6650485,0.6262136,0.6116505,0.5970874,0.5679612,0.5582524,0.5194175,0.4514563,0.3834951,0.3640777,0.3495146,0.3446602,0.2718447,0.2572816,0.2330097,0.07281553,0
252,0.5,0.5,1,0.9757282,0.961165,0.9563107,0.9029126,0.868932,0.8640777,0.8495146,0.8446602,0.8398058,0.8349515,0.7961165,0.7815534,0.7718447,0.7475728,0.7330097,0.7087379,0.6941748,0.6747573,0.6504854,0.631068,0.5873786,0.5679612,0.5097087,0.5048544,0.4951456,0.4757282,0.4368932,0.3640777,0.3543689,0.3495146,0.2572816,0.1359223,0.04854369,0
253,0.5,0.5,1,0.9805825,0.9708738,0.961165,0.9320388,0.9223301,0.9174757,0.907767,0.9029126,0.8640777,0.8592233,0.8495146,0.7815534,0.7621359,0.7524272,0.7330097,0.7184466,0.7038835,0.6796117,0.6407767,0.6262136,0.6116505,0.5873786,0.5776699,0.5631068,0.5194175,0.5145631,0.5,0.4805825,0.4368932,0.3106796,0.3009709,0.2572816,0.1116505,0
254,0.5,0.5,1,0.9854369,0.9514563,0.9368932,0.9126214,0.9029126,0.8980583,0.8834951,0.868932,0.8543689,0.8495146,0.8252427,0.815534,0.8106796,0.7669903,0.7135922,0.6990291,0.6893204,0.6650485,0.6553398,0.5970874,0.5776699,0.5679612,0.4951456,0.4902913,0.4757282,0.4660194,0.4174757,0.4126214,0.3203883,0.2961165,0.2378641,0.1650485,0.1456311,0
255,0.5,0.5,1,0.9757282,0.9563107,0.9514563,0.9417476,0.9029126,0.8980583,0.8883495,0.8640777,0.8543689,0.8300971,0.8252427,0.8009709,0.7621359,0.7475728,0.7378641,0.7281553,0.6990291,0.6601942,0.6456311,0.6407767,0.6359223,0.6262136,0.6213592,0.5485437,0.5436893,0.5097087,0.4902913,0.4805825,0.4514563,0.3883495,0.368932,0.184466,0.1067961,0
256,0.5,0.5,1,0.9951456,0.9854369,0.9660194,0.9563107,0.9368932,0.9271845,0.9174757,0.9126214,0.907767,0.8786408,0.8106796,0.8058252,0.7961165,0.7912621,0.7864078,0.7815534,0.7087379,0.6747573,0.6601942,0.6407767,0.6359223,0.6213592,0.592233,0.5728155,0.5436893,0.4854369,0.4368932,0.3883495,0.2864078,0.1990291,0.1893204,0.0776699,0.004854369,0
257,0.5,0.5,1,0.9902913,0.9805825,0.9757282,0.9660194,0.9368932,0.907767,0.9029126,0.8883495,0.8834951,0.8543689,0.8446602,0.8252427,0.8106796,0.7912621,0.7475728,0.7135922,0.6699029,0.6456311,0.6359223,0.631068,0.6213592,0.5873786,0.5728155,0.5631068,0.538835,0.5,0.407767,0.3980583,0.3883495,0.3834951,0.3252427,0.3058252,0.2038835,0
258,0.5,0.5,1,0.9902913,0.9854369,0.9757282,0.961165,0.9368932,0.907767,0.8980583,0.8786408,0.8737864,0.8300971,0.8203883,0.8058252,0.7864078,0.7815534,0.776699,0.7427184,0.7330097,0.7184466,0.6941748,0.6456311,0.6359223,0.6116505,0.5728155,0.5436893,0.5194175,0.4951456,0.4320388,0.4271845,0.3495146,0.2427184,0.223301,0.2184466,0.06796117,0
259,0.5,0.5,1,0.9902913,0.9757282,0.9563107,0.9368932,0.9271845,0.9126214,0.907767,0.8980583,0.8640777,0.8543689,0.8203883,0.815534,0.7961165,0.7718447,0.7572816,0.7524272,0.7087379,0.6990291,0.6650485,0.6504854,0.6456311,0.6213592,0.6019417,0.5728155,0.5582524,0.5485437,0.5194175,0.4708738,0.3543689,0.3446602,0.3398058,0.2087379,0.09223301,0
260,0.5,0.5,1,0.9902913,0.9854369,0.9805825,0.9514563,0.9320388,0.9126214,0.907767,0.9029126,0.8932039,0.8786408,0.8640777,0.8495146,0.8349515,0.8300971,0.815534,0.7864078,0.7718447,0.7621359,0.723301,0.7135922,0.6504854,0.5970874,0.5776699,0.5242718,0.4660194,0.4563107,0.3883495,0.3640777,0.3300971,0.2475728,0.1941748,0.1747573,0.1359223,0
261,0.5,0.5,1,0.9757282,0.961165,0.9466019,0.9368932,0.9271845,0.907767,0.9029126,0.8834951,0.8592233,0.8446602,0.815534,0.8058252,0.7961165,0.7912621,0.776699,0.7669903,0.7378641,0.7330097,0.723301,0.6699029,0.6601942,0.6407767,0.6213592,0.6067961,0.6019417,0.592233,0.538835,0.4563107,0.368932,0.2815534,0.2621359,0.2427184,0.1990291,0
262,0.5,0.5,1,0.9951456,0.9854369,0.9660194,0.961165,0.9563107,0.9466019,0.9417476,0.9223301,0.9029126,0.8786408,0.868932,0.8592233,0.8446602,0.8349515,0.8203883,0.7912621,0.7815534,0.7669903,0.7621359,0.7281553,0.6407767,0.6213592,0.5825243,0.5533981,0.5436893,0.5339806,0.4708738,0.3446602,0.3349515,0.2475728,0.1893204,0.1601942,0.1407767,0
263,0.5,0.5,1,0.9708738,0.9660194,0.9563107,0.9368932,0.9271845,0.9223301,0.907767,0.8980583,0.8786408,0.8737864,0.8592233,0.815534,0.8058252,0.7815534,0.776699,0.7475728,0.7184466,0.7038835,0.6941748,0.6796117,0.6699029,0.5970874,0.5825243,0.538835,0.461165,0.4563107,0.4417476,0.407767,0.3980583,0.2912621,0.2087379,0.1747573,0.1116505,0
264,0.5,0.5,1,0.9951456,0.9805825,0.9466019,0.9368932,0.9126214,0.907767,0.8932039,0.8592233,0.8058252,0.7718447,0.7475728,0.7378641,0.7038835,0.684466,0.6553398,0.6116505,0.6019417,0.5970874,0.5728155,0.5631068,0.5339806,0.5145631,0.4757282,0.4126214,0.3834951,0.3640777,0.3592233,0.3398058,0.3300971,0.2669903,0.2524272,0.2281553,0.2184466,0
265,0.5,0.5,1,0.9902913,0.9805825,0.9757282,0.9708738,0.961165,0.9514563,0.9417476,0.9126214,0.8883495,0.8834951,0.8592233,0.8398058,0.8300971,0.815534,0.8009709,0.7669903,0.7621359,0.7281553,0.6941748,0.6553398,0.6407767,0.6262136,0.5776699,0.5194175,0.4902913,0.4757282,0.3737864,0.3640777,0.3543689,0.2378641,0.2184466,0.1116505,0.09223301,0
266,0.5,0.5,1,0.9951456,0.9854369,0.9757282,0.9320388,0.907767,0.9029126,0.8980583,0.8786408,0.8640777,0.8349515,0.8252427,0.8009709,0.7912621,0.7524272,0.7427184,0.7330097,0.7135922,0.6941748,0.6699029,0.6553398,0.6359223,0.6213592,0.5582524,0.5485437,0.4563107,0.4320388,0.4271845,0.4174757,0.3252427,0.2038835,0.1019417,0.08252427,0.004854369,0
267,0.5,0.5,1,0.9951456,0.9854369,0.9805825,0.9368932,0.9271845,0.9029126,0.8932039,0.8834951,0.8737864,0.868932,0.8592233,0.8398058,0.8252427,0.8009709,0.7961165,0.7815534,0.7184466,0.6650485,0.6262136,0.6116505,0.6067961,0.592233,0.5728155,0.5679612,0.4951456,0.4854369,0.4805825,0.3883495,0.3446602,0.2330097,0.1796117,0.09223301,0.07281553,0
268,0.5,0.5,1,0.9902913,0.9854369,0.9466019,0.9320388,0.9029126,0.8932039,0.8834951,0.8786408,0.8543689,0.8398058,0.8349515,0.8203883,0.8058252,0.7961165,0.7912621,0.7815534,0.776699,0.7621359,0.7427184,0.7378641,0.7038835,0.6116505,0.5970874,0.5436893,0.5242718,0.4951456,0.4368932,0.4271845,0.4174757,0.3640777,0.3495146,0.1699029,0.08737864,0
269,0.5,0.5,1,0.9951456,0.9854369,0.9757282,0.9563107,0.9368932,0.8980583,0.8786408,0.8543689,0.8349515,0.8106796,0.8009709,0.7912621,0.7815534,0.7718447,0.7572816,0.723301,0.7087379,0.684466,0.6553398,0.6456311,0.6213592,0.5728155,0.5485437,0.5436893,0.5291262,0.461165,0.4563107,0.4417476,0.4320388,0.3980583,0.3349515,0.2281553,0.01941748,0
270,0.5,0.5,1,0.9951456,0.9854369,0.9563107,0.9466019,0.9126214,0.8980583,0.868932,0.8543689,0.815534,0.7864078,0.7718447,0.7378641,0.7330097,0.684466,0.6650485,0.6504854,0.6407767,0.6359223,0.631068,0.6116505,0.6019417,0.5970874,0.5582524,0.5194175,0.4708738,0.461165,0.4271845,0.3009709,0.1941748,0.1893204,0.09708738,0.0776699,0.07281553,0
271,0.5,0.5,1,0.961165,0.9514563,0.9417476,0.9223301,0.9174757,0.9029126,0.8446602,0.8300971,0.815534,0.8106796,0.7961165,0.7864078,0.776699,0.7524272,0.7475728,0.7378641,0.7330097,0.6504854,0.592233,0.5825243,0.538835,0.5097087,0.4563107,0.4466019,0.4271845,0.3495146,0.3349515,0.3300971,0.2815534,0.2572816,0.2378641,0.2330097,0.1990291,0
272,0.5,0.5,1,0.9854369,0.9368932,0.9320388,0.9223301,0.9174757,0.9126214,0.907767,0.8932039,0.8834951,0.868932,0.8592233,0.8203883,0.7669903,0.7572816,0.7475728,0.7281553,0.7184466,0.6893204,0.6650485,0.6456311,0.6359223,0.631068,0.6165049,0.5436893,0.5194175,0.4902913,0.4854369,0.4514563,0.3737864,0.315534,0.2961165,0.2475728,0.1699029,0
273,0.5,0.5,1,0.9708738,0.9660194,0.9417476,0.9320388,0.9126214,0.9029126,0.8932039,0.8786408,0.8495146,0.8349515,0.815534,0.8058252,0.7961165,0.7815534,0.7718447,0.7572816,0.7475728,0.7427184,0.6893204,0.6359223,0.6067961,0.592233,0.5728155,0.5339806,0.5291262,0.4174757,0.3883495,0.3640777,0.315534,0.2330097,0.131068,0.08252427,0.07281553,0
274,0.5,0.5,1,0.9951456,0.9854369,0.9805825,0.9708738,0.9660194,0.9563107,0.9514563,0.9466019,0.9417476,0.9368932,0.9223301,0.9126214,0.9029126,0.8446602,0.815534,0.7912621,0.776699,0.7621359,0.7524272,0.6650485,0.6456311,0.631068,0.6116505,0.5776699,0.5436893,0.5145631,0.4660194,0.407767,0.4029126,0.3932039,0.2572816,0.184466,0.01941748,0
275,0.5,0.5,1,0.9757282,0.9514563,0.9466019,0.9368932,0.9320388,0.9223301,0.9174757,0.907767,0.8932039,0.8786408,0.8640777,0.8495146,0.8446602,0.8349515,0.8300971,0.8203883,0.776699,0.7524272,0.7475728,0.7184466,0.6747573,0.6601942,0.6407767,0.6359223,0.6165049,0.6116505,0.592233,0.5728155,0.5436893,0.5,0.461165,0.3398058,0.2330097,0
276,0.5,0.5,1,0.9805825,0.9757282,0.9708738,0.9660194,0.961165,0.9271845,0.9223301,0.9126214,0.8980583,0.8883495,0.8737864,0.8640777,0.8252427,0.7912621,0.7815534,0.7524272,0.7087379,0.684466,0.6747573,0.6359223,0.6019417,0.5728155,0.5679612,0.5485437,0.538835,0.5242718,0.4029126,0.3932039,0.3737864,0.2961165,0.2864078,0.2281553,0.1456311,0
277,0.5,0.5,1,0.9805825,0.9708738,0.9514563,0.9417476,0.9174757,0.907767,0.9029126,0.8834951,0.8786408,0.8640777,0.815534,0.8009709,0.7864078,0.7718447,0.7669903,0.7621359,0.7475728,0.7087379,0.6893204,0.6699029,0.6601942,0.6456311,0.592233,0.5582524,0.5533981,0.5145631,0.4805825,0.4514563,0.4126214,0.407767,0.2621359,0.1650485,0.1553398,0
278,0.5,0.5,1,0.9805825,0.9660194,0.9563107,0.9417476,0.8980583,0.8834951,0.8640777,0.8446602,0.8398058,0.815534,0.8058252,0.7912621,0.7524272,0.7378641,0.7087379,0.6893204,0.6796117,0.6067961,0.592233,0.5825243,0.5291262,0.4223301,0.4174757,0.3834951,0.3737864,0.368932,0.3058252,0.2621359,0.2038835,0.1941748,0.1796117,0.0776699,0.06796117,0
279,0.5,0.5,1,0.9902913,0.9854369,0.9660194,0.9466019,0.9368932,0.8786408,0.8640777,0.8446602,0.8398058,0.8300971,0.8203883,0.815534,0.8106796,0.8009709,0.7912621,0.7621359,0.7087379,0.6941748,0.6650485,0.6359223,0.631068,0.6165049,0.6019417,0.592233,0.5825243,0.5339806,0.5,0.4271845,0.3786408,0.2669903,0.184466,0.1650485,0.09708738,0
280,0.5,0.5,1,0.9902913,0.9854369,0.9757282,0.961165,0.9563107,0.9368932,0.9320388,0.907767,0.9029126,0.8932039,0.868932,0.8592233,0.8543689,0.8446602,0.8300971,0.815534,0.8009709,0.7572816,0.7524272,0.7330097,0.6796117,0.6650485,0.631068,0.5970874,0.5533981,0.4757282,0.461165,0.3737864,0.3592233,0.3398058,0.2427184,0.223301,0.0631068,0
281,0.5,0.5,1,0.9902913,0.9805825,0.9757282,0.9708738,0.961165,0.9514563,0.9271845,0.8980583,0.8883495,0.8834951,0.8640777,0.8543689,0.8495146,0.8300971,0.7621359,0.7378641,0.7330097,0.7184466,0.6990291,0.6893204,0.6747573,0.6699029,0.6359223,0.6262136,0.6213592,0.5533981,0.4951456,0.4902913,0.4174757,0.3786408,0.3398058,0.2912621,0.131068,0
282,0.5,0.5,1,0.9951456,0.9805825,0.9660194,0.961165,0.9320388,0.9271845,0.9174757,0.907767,0.8834951,0.8786408,0.8640777,0.8495146,0.8398058,0.8252427,0.815534,0.8058252,0.8009709,0.7961165,0.7669903,0.6990291,0.6941748,0.6407767,0.6359223,0.5533981,0.5242718,0.4563107,0.4320388,0.3543689,0.3058252,0.2815534,0.2718447,0.2135922,0.1941748,0
283,0.5,0.5,1,0.9854369,0.9757282,0.9466019,0.9417476,0.9320388,0.9223301,0.9126214,0.8980583,0.8737864,0.8349515,0.8300971,0.8252427,0.815534,0.8058252,0.8009709,0.7864078,0.7718447,0.7330097,0.6601942,0.631068,0.538835,0.5097087,0.4805825,0.4708738,0.461165,0.4174757,0.3883495,0.3495146,0.2572816,0.2475728,0.2281553,0.1213592,0.01941748,0
