SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14,Prop15
274,0.5,0.5,1,0.9480519,0.9350649,0.8311688,0.7922078,0.7012987,0.6753247,0.6623377,0.6363636,0.5714286,0.5454545,0.5064935,0.2857143,0.2077922,0.1688312,0
275,0.5,0.5,1,0.987013,0.961039,0.9480519,0.8701299,0.8311688,0.7402597,0.5974026,0.5714286,0.5454545,0.4805195,0.4285714,0.3376623,0.3116883,0.1428571,0
276,0.5,0.5,1,0.961039,0.9350649,0.9090909,0.8571429,0.8441558,0.7012987,0.6883117,0.5844156,0.4155844,0.3766234,0.3506494,0.2987013,0.2597403,0.1298701,0
277,0.5,0.5,1,0.961039,0.9480519,0.8831169,0.7662338,0.6363636,0.6103896,0.5844156,0.5714286,0.5454545,0.5324675,0.4025974,0.3506494,0.3246753,0.1688312,0
278,0.5,0.5,1,0.8831169,0.8441558,0.8311688,0.7402597,0.7142857,0.6233766,0.5974026,0.4285714,0.4025974,0.3636364,0.3116883,0.2857143,0.2467532,0.1948052,0
279,0.5,0.5,1,0.961039,0.9090909,0.8961039,0.8831169,0.8571429,0.7142857,0.6883117,0.5194805,0.4935065,0.2597403,0.2207792,0.1948052,0.05194805,0.02597403,0
280,0.5,0.5,1,0.974026,0.9480519,0.8441558,0.8181818,0.8051948,0.7532468,0.5844156,0.5324675,0.5194805,0.4415584,0.4025974,0.3896104,0.2337662,0.2077922,0
281,0.5,0.5,1,0.987013,0.974026,0.9090909,0.8571429,0.7012987,0.6753247,0.6233766,0.4545455,0.2857143,0.2597403,0.2337662,0.1818182,0.1558442,0.1168831,0
282,0.5,0.5,1,0.9220779,0.8961039,0.8701299,0.7012987,0.6493506,0.6363636,0.4805195,0.4285714,0.3506494,0.2467532,0.1428571,0.09090909,0.06493506,0.02597403,0
283,0.5,0.5,1,0.974026,0.9220779,0.8831169,0.7142857,0.6883117,0.6623377,0.5584416,0.5454545,0.4805195,0.4545455,0.4415584,0.3116883,0.2987013,0.2857143,0
284,0.5,0.5,1,0.9480519,0.9090909,0.8961039,0.8701299,0.8441558,0.6753247,0.5844156,0.5324675,0.5194805,0.3506494,0.2727273,0.1948052,0.1038961,0.07792208,0
285,0.5,0.5,1,0.8311688,0.8051948,0.7922078,0.7792208,0.7532468,0.6883117,0.5714286,0.5324675,0.4935065,0.4675325,0.4155844,0.3896104,0.2857143,0.2207792,0
286,0.5,0.5,1,0.987013,0.8831169,0.8571429,0.8051948,0.7012987,0.6753247,0.6493506,0.5454545,0.5194805,0.4935065,0.3246753,0.2337662,0.1688312,0.03896104,0
287,0.5,0.5,1,0.8701299,0.8441558,0.8311688,0.8051948,0.6363636,0.5844156,0.5714286,0.5454545,0.4415584,0.4155844,0.4025974,0.3506494,0.06493506,0.03896104,0
288,0.5,0.5,1,0.974026,0.8831169,0.8441558,0.8181818,0.7402597,0.7272727,0.6493506,0.6233766,0.5974026,0.4285714,0.3246753,0.2987013,0.2207792,0.1688312,0
289,0.5,0.5,1,0.9480519,0.9090909,0.7402597,0.7272727,0.6493506,0.5844156,0.4935065,0.4805195,0.3376623,0.2857143,0.1948052,0.1688312,0.1428571,0.1168831,0
290,0.5,0.5,1,0.974026,0.9090909,0.8831169,0.8441558,0.7922078,0.6233766,0.5454545,0.5324675,0.4935065,0.4805195,0.4675325,0.3116883,0.2467532,0.02597403,0
291,0.5,0.5,1,0.9350649,0.7662338,0.7532468,0.7142857,0.6753247,0.6233766,0.6103896,0.5454545,0.5194805,0.4025974,0.3766234,0.3506494,0.3246753,0.1948052,0
292,0.5,0.5,1,0.9350649,0.8701299,0.8441558,0.7532468,0.7272727,0.5584416,0.5324675,0.5064935,0.4675325,0.4415584,0.4155844,0.3116883,0.2727273,0.05194805,0
293,0.5,0.5,1,0.974026,0.9350649,0.8701299,0.7012987,0.6883117,0.6233766,0.5974026,0.5844156,0.5714286,0.5194805,0.3506494,0.2987013,0.2597403,0.02597403,0
294,0.5,0.5,1,0.9350649,0.7922078,0.6233766,0.6103896,0.5974026,0.5844156,0.5324675,0.5064935,0.4805195,0.3246753,0.2987013,0.2727273,0.06493506,0.02597403,0
295,0.5,0.5,1,0.987013,0.9220779,0.8831169,0.7272727,0.6233766,0.5584416,0.5454545,0.5194805,0.4675325,0.4155844,0.3896104,0.3636364,0.1948052,0.1688312,0
296,0.5,0.5,1,0.9220779,0.8831169,0.8701299,0.8571429,0.8051948,0.7922078,0.7662338,0.5974026,0.4935065,0.4675325,0.4285714,0.4025974,0.2337662,0.02597403,0
297,0.5,0.5,1,0.9480519,0.9350649,0.8701299,0.8441558,0.8311688,0.8051948,0.7272727,0.6883117,0.5844156,0.5584416,0.5324675,0.3376623,0.2987013,0.1688312,0
298,0.5,0.5,1,0.974026,0.9480519,0.9350649,0.8571429,0.8051948,0.7792208,0.7012987,0.5714286,0.5324675,0.5064935,0.4935065,0.4155844,0.2467532,0.1558442,0
299,0.5,0.5,1,0.9220779,0.8831169,0.8571429,0.8311688,0.7792208,0.6883117,0.6753247,0.5194805,0.4285714,0.2597403,0.2337662,0.2077922,0.1948052,0.09090909,0
300,0.5,0.5,1,0.961039,0.7922078,0.7402597,0.7272727,0.6233766,0.5974026,0.5064935,0.4805195,0.4675325,0.4155844,0.3116883,0.2467532,0.1818182,0.1558442,0
301,0.5,0.5,1,0.9480519,0.9220779,0.9090909,0.8831169,0.8051948,0.6753247,0.5714286,0.5454545,0.4935065,0.4545455,0.4285714,0.2597403,0.2077922,0.1168831,0
302,0.5,0.5,1,0.9480519,0.8831169,0.8441558,0.7532468,0.5844156,0.5584416,0.5194805,0.4805195,0.4545455,0.3896104,0.3116883,0.2857143,0.1948052,0.09090909,0
303,0.5,0.5,1,0.987013,0.8961039,0.8571429,0.6753247,0.6623377,0.6363636,0.5844156,0.5064935,0.4935065,0.4545455,0.2857143,0.2597403,0.2337662,0.2077922,0
304,0.5,0.5,1,0.9480519,0.9220779,0.7532468,0.7142857,0.6493506,0.5324675,0.4935065,0.4805195,0.4545455,0.4285714,0.3896104,0.3636364,0.3376623,0.02597403,0
305,0.5,0.5,1,0.987013,0.974026,0.9480519,0.8961039,0.8181818,0.8051948,0.6363636,0.6103896,0.5844156,0.5584416,0.4935065,0.4805195,0.2727273,0.03896104,0
306,0.5,0.5,1,0.987013,0.8831169,0.7662338,0.7142857,0.6883117,0.6623377,0.4935065,0.3506494,0.3116883,0.2857143,0.2597403,0.1428571,0.1038961,0.02597403,0
307,0.5,0.5,1,0.987013,0.9220779,0.8311688,0.8051948,0.7662338,0.7532468,0.7012987,0.6233766,0.4155844,0.2857143,0.1168831,0.09090909,0.06493506,0.03896104,0
308,0.5,0.5,1,0.974026,0.8831169,0.7662338,0.7402597,0.6883117,0.6623377,0.5974026,0.5844156,0.4935065,0.3246753,0.2207792,0.1818182,0.1298701,0.03896104,0
309,0.5,0.5,1,0.987013,0.974026,0.8181818,0.7792208,0.7012987,0.6883117,0.6623377,0.5454545,0.5194805,0.4935065,0.4675325,0.4155844,0.2467532,0.2077922,0
310,0.5,0.5,1,0.9480519,0.9220779,0.9090909,0.8831169,0.8701299,0.7792208,0.7662338,0.6103896,0.5324675,0.5064935,0.4935065,0.3376623,0.2077922,0.1688312,0
311,0.5,0.5,1,0.961039,0.9350649,0.9220779,0.8961039,0.7272727,0.7142857,0.6493506,0.5194805,0.5064935,0.4545455,0.3766234,0.3116883,0.2857143,0.02597403,0
312,0.5,0.5,1,0.987013,0.9220779,0.8441558,0.8181818,0.6883117,0.6753247,0.6103896,0.5454545,0.5194805,0.4935065,0.3766234,0.3246753,0.2077922,0.1688312,0
313,0.5,0.5,1,0.987013,0.9480519,0.8831169,0.8701299,0.8441558,0.7922078,0.6883117,0.5844156,0.3636364,0.1948052,0.1298701,0.07792208,0.05194805,0.02597403,0
314,0.5,0.5,1,0.974026,0.9350649,0.8831169,0.7402597,0.7142857,0.6753247,0.6493506,0.4805195,0.4415584,0.4155844,0.3766234,0.3376623,0.1688312,0.02597403,0
315,0.5,0.5,1,0.974026,0.8051948,0.7922078,0.7662338,0.7402597,0.7272727,0.6883117,0.6233766,0.4935065,0.4805195,0.4675325,0.4155844,0.3116883,0.1558442,0
316,0.5,0.5,1,0.9350649,0.9090909,0.8831169,0.8441558,0.7922078,0.7662338,0.7532468,0.5844156,0.5714286,0.5324675,0.3766234,0.3116883,0.2597403,0.1558442,0
317,0.5,0.5,1,0.9480519,0.9090909,0.8831169,0.8701299,0.8181818,0.6493506,0.6363636,0.5974026,0.5454545,0.5194805,0.3766234,0.3636364,0.1688312,0.02597403,0
318,0.5,0.5,1,0.974026,0.8831169,0.8051948,0.7792208,0.7272727,0.7142857,0.6883117,0.6623377,0.6363636,0.6103896,0.4415584,0.4025974,0.3766234,0.2337662,0
319,0.5,0.5,1,0.8311688,0.8181818,0.7922078,0.7142857,0.6753247,0.6493506,0.6103896,0.5974026,0.4285714,0.2597403,0.1818182,0.1558442,0.1038961,0.07792208,0
320,0.5,0.5,1,0.987013,0.8181818,0.7532468,0.6493506,0.6103896,0.5844156,0.4285714,0.3896104,0.3636364,0.3116883,0.2727273,0.1688312,0.1428571,0.07792208,0
321,0.5,0.5,1,0.9350649,0.8571429,0.8311688,0.6883117,0.5194805,0.4415584,0.4025974,0.3636364,0.3376623,0.3116883,0.2857143,0.2077922,0.1688312,0.1168831,0
322,0.5,0.5,1,0.974026,0.9480519,0.9350649,0.8831169,0.8571429,0.7662338,0.6623377,0.6493506,0.6103896,0.5714286,0.5324675,0.4155844,0.2467532,0.1558442,0
323,0.5,0.5,1,0.9090909,0.8831169,0.7922078,0.7142857,0.6623377,0.6363636,0.6103896,0.5844156,0.4155844,0.3896104,0.2597403,0.2207792,0.1428571,0.1168831,0
324,0.5,0.5,1,0.9480519,0.9220779,0.9090909,0.7922078,0.7272727,0.6103896,0.5584416,0.5064935,0.4805195,0.4415584,0.3506494,0.3246753,0.2077922,0.1688312,0
325,0.5,0.5,1,0.974026,0.8571429,0.7532468,0.7272727,0.6233766,0.5844156,0.5714286,0.5324675,0.4805195,0.4545455,0.4025974,0.3246753,0.2987013,0.1298701,0
326,0.5,0.5,1,0.974026,0.9220779,0.8961039,0.8831169,0.8701299,0.8441558,0.8311688,0.7922078,0.7662338,0.7532468,0.6753247,0.5064935,0.4415584,0.2727273,0
327,0.5,0.5,1,0.961039,0.8961039,0.8441558,0.8311688,0.6623377,0.6363636,0.6103896,0.5974026,0.4415584,0.4155844,0.4025974,0.3896104,0.2727273,0.1428571,0
328,0.5,0.5,1,0.9350649,0.8831169,0.8701299,0.8311688,0.8181818,0.7272727,0.6883117,0.6753247,0.6103896,0.5844156,0.4155844,0.3246753,0.2987013,0.2727273,0
329,0.5,0.5,1,0.974026,0.8051948,0.7662338,0.7012987,0.6623377,0.6493506,0.6363636,0.6103896,0.5584416,0.5324675,0.4025974,0.3506494,0.1818182,0.02597403,0
330,0.5,0.5,1,0.987013,0.9090909,0.8961039,0.8701299,0.7402597,0.6233766,0.5844156,0.5324675,0.5064935,0.4675325,0.3636364,0.1948052,0.1688312,0.1298701,0
331,0.5,0.5,1,0.974026,0.961039,0.9350649,0.8961039,0.8311688,0.8181818,0.6623377,0.5974026,0.5714286,0.4675325,0.4155844,0.3116883,0.2207792,0.1688312,0
332,0.5,0.5,1,0.9350649,0.8961039,0.8831169,0.8181818,0.8051948,0.7922078,0.7662338,0.7532468,0.6753247,0.6233766,0.4545455,0.4285714,0.07792208,0.05194805,0
333,0.5,0.5,1,0.9220779,0.8311688,0.7922078,0.7662338,0.7142857,0.6883117,0.6493506,0.5844156,0.5584416,0.5324675,0.4545455,0.2857143,0.2337662,0.2077922,0
334,0.5,0.5,1,0.961039,0.9480519,0.9220779,0.8311688,0.8181818,0.7662338,0.7532468,0.7142857,0.5714286,0.4545455,0.2857143,0.2597403,0.05194805,0.02597403,0
335,0.5,0.5,1,0.9350649,0.8961039,0.8441558,0.7922078,0.7662338,0.7402597,0.7142857,0.6363636,0.4675325,0.4415584,0.3896104,0.2207792,0.1948052,0.1168831,0
336,0.5,0.5,1,0.9350649,0.8831169,0.7142857,0.6883117,0.5714286,0.5454545,0.4545455,0.4155844,0.3766234,0.3506494,0.2857143,0.2597403,0.2207792,0.02597403,0
337,0.5,0.5,1,0.987013,0.961039,0.8181818,0.7402597,0.7142857,0.6883117,0.6623377,0.4935065,0.4025974,0.2597403,0.1428571,0.1038961,0.07792208,0.05194805,0
338,0.5,0.5,1,0.987013,0.9480519,0.8181818,0.7402597,0.5714286,0.5064935,0.4675325,0.4155844,0.3636364,0.2337662,0.2077922,0.1558442,0.05194805,0.02597403,0
339,0.5,0.5,1,0.974026,0.961039,0.9350649,0.9090909,0.7402597,0.7272727,0.6753247,0.6493506,0.5844156,0.5714286,0.5324675,0.4545455,0.4285714,0.2987013,0
340,0.5,0.5,1,0.987013,0.974026,0.961039,0.9090909,0.8831169,0.7922078,0.5974026,0.5714286,0.4935065,0.4675325,0.3506494,0.3116883,0.2857143,0.1168831,0
341,0.5,0.5,1,0.8311688,0.8181818,0.7532468,0.6623377,0.6363636,0.5714286,0.5324675,0.5194805,0.4805195,0.4545455,0.4025974,0.3506494,0.05194805,0.02597403,0
342,0.5,0.5,1,0.974026,0.961039,0.9350649,0.8571429,0.6883117,0.6753247,0.5844156,0.5454545,0.5194805,0.3636364,0.3376623,0.2857143,0.2337662,0.09090909,0
343,0.5,0.5,1,0.974026,0.9480519,0.9350649,0.9220779,0.9090909,0.8961039,0.8701299,0.7792208,0.7402597,0.5714286,0.5454545,0.4155844,0.2467532,0.05194805,0
344,0.5,0.5,1,0.974026,0.9480519,0.9220779,0.8181818,0.7922078,0.7012987,0.6103896,0.5194805,0.4935065,0.4285714,0.3766234,0.3246753,0.2077922,0.1688312,0
345,0.5,0.5,1,0.987013,0.9480519,0.8701299,0.7922078,0.7792208,0.7012987,0.6753247,0.6493506,0.4675325,0.2987013,0.2467532,0.1688312,0.1298701,0.02597403,0
346,0.5,0.5,1,0.961039,0.9480519,0.8961039,0.7272727,0.7142857,0.6883117,0.6233766,0.5714286,0.4805195,0.4545455,0.4415584,0.3896104,0.1688312,0.02597403,0
347,0.5,0.5,1,0.9090909,0.8961039,0.8051948,0.6363636,0.5974026,0.5714286,0.5194805,0.3896104,0.3636364,0.3376623,0.2987013,0.2857143,0.1558442,0.1298701,0
348,0.5,0.5,1,0.987013,0.961039,0.8961039,0.8701299,0.7792208,0.7272727,0.7012987,0.6883117,0.5324675,0.4935065,0.4675325,0.4285714,0.4025974,0.1688312,0
349,0.5,0.5,1,0.9480519,0.8701299,0.8571429,0.8311688,0.8181818,0.7402597,0.7142857,0.6883117,0.5454545,0.3766234,0.3246753,0.2987013,0.06493506,0.02597403,0
350,0.5,0.5,1,0.974026,0.9480519,0.8571429,0.8441558,0.8051948,0.7792208,0.7662338,0.7402597,0.6103896,0.5974026,0.5454545,0.4415584,0.3766234,0.1688312,0
351,0.5,0.5,1,0.974026,0.961039,0.9480519,0.9220779,0.7792208,0.7532468,0.7142857,0.6883117,0.6363636,0.5324675,0.4415584,0.3116883,0.1948052,0.02597403,0
352,0.5,0.5,1,0.974026,0.9480519,0.9220779,0.8441558,0.7272727,0.6883117,0.6103896,0.5974026,0.4285714,0.2857143,0.2467532,0.1948052,0.1298701,0.1038961,0
353,0.5,0.5,1,0.987013,0.8181818,0.7662338,0.7402597,0.7272727,0.7012987,0.6753247,0.6493506,0.5714286,0.5584416,0.5454545,0.5064935,0.3376623,0.2467532,0
354,0.5,0.5,1,0.8571429,0.7792208,0.7402597,0.6883117,0.5844156,0.5584416,0.3896104,0.2987013,0.2727273,0.2337662,0.1948052,0.1298701,0.07792208,0.05194805,0
355,0.5,0.5,1,0.9350649,0.8961039,0.8831169,0.8181818,0.7922078,0.7792208,0.6753247,0.6493506,0.4805195,0.3376623,0.2597403,0.2077922,0.1818182,0.1558442,0
356,0.5,0.5,1,0.961039,0.9350649,0.9090909,0.8961039,0.8831169,0.8701299,0.7272727,0.7012987,0.6103896,0.5974026,0.4285714,0.3116883,0.2857143,0.05194805,0
357,0.5,0.5,1,0.974026,0.961039,0.8961039,0.8441558,0.8311688,0.6623377,0.5844156,0.4285714,0.4025974,0.3636364,0.3376623,0.1948052,0.1688312,0.02597403,0
358,0.5,0.5,1,0.9220779,0.9090909,0.8831169,0.7532468,0.6753247,0.6493506,0.6233766,0.5454545,0.5194805,0.4935065,0.4545455,0.2857143,0.1948052,0.05194805,0
359,0.5,0.5,1,0.8311688,0.7272727,0.7012987,0.6233766,0.5714286,0.5454545,0.5194805,0.4935065,0.4675325,0.4415584,0.4285714,0.3246753,0.2857143,0.1948052,0
360,0.5,0.5,1,0.974026,0.9350649,0.9090909,0.8961039,0.8831169,0.8181818,0.7922078,0.7142857,0.7012987,0.6493506,0.6233766,0.5194805,0.3506494,0.3116883,0
361,0.5,0.5,1,0.974026,0.9350649,0.8831169,0.8701299,0.7272727,0.7142857,0.5974026,0.5844156,0.5454545,0.5064935,0.4285714,0.4025974,0.3766234,0.1688312,0
362,0.5,0.5,1,0.8311688,0.7662338,0.6493506,0.5584416,0.5194805,0.4935065,0.4675325,0.4415584,0.4155844,0.3116883,0.2597403,0.1168831,0.09090909,0.03896104,0
363,0.5,0.5,1,0.987013,0.974026,0.8961039,0.8701299,0.8571429,0.8311688,0.8181818,0.7402597,0.6753247,0.6363636,0.6103896,0.5324675,0.3636364,0.3116883,0
364,0.5,0.5,1,0.9480519,0.8701299,0.8441558,0.7272727,0.7012987,0.5974026,0.5584416,0.5324675,0.4935065,0.4545455,0.3766234,0.3506494,0.1818182,0.1038961,0
365,0.5,0.5,1,0.987013,0.8181818,0.7792208,0.7142857,0.6363636,0.6103896,0.5844156,0.5584416,0.5324675,0.4285714,0.2597403,0.2207792,0.09090909,0.03896104,0
366,0.5,0.5,1,0.974026,0.9220779,0.8961039,0.8831169,0.7402597,0.7012987,0.6103896,0.4415584,0.3896104,0.3246753,0.2987013,0.1168831,0.06493506,0.02597403,0
367,0.5,0.5,1,0.9480519,0.8701299,0.8571429,0.6883117,0.6753247,0.6623377,0.5714286,0.5584416,0.5324675,0.4935065,0.4675325,0.4415584,0.3246753,0.2207792,0
368,0.5,0.5,1,0.987013,0.961039,0.8701299,0.8571429,0.8311688,0.7142857,0.6623377,0.6493506,0.5714286,0.4935065,0.3246753,0.2857143,0.2337662,0.2077922,0
369,0.5,0.5,1,0.987013,0.9090909,0.8961039,0.8701299,0.8441558,0.6753247,0.6493506,0.6103896,0.5974026,0.5454545,0.5324675,0.4285714,0.4025974,0.3116883,0
370,0.5,0.5,1,0.961039,0.9350649,0.7662338,0.7402597,0.7272727,0.7142857,0.6753247,0.6493506,0.6233766,0.6103896,0.5974026,0.4285714,0.2337662,0.1818182,0
371,0.5,0.5,1,0.8311688,0.7402597,0.7142857,0.6883117,0.6103896,0.5974026,0.5714286,0.4935065,0.4545455,0.4025974,0.3896104,0.2597403,0.2467532,0.2207792,0
372,0.5,0.5,1,0.987013,0.8181818,0.7402597,0.7012987,0.6753247,0.6493506,0.6233766,0.5454545,0.4935065,0.4675325,0.4285714,0.2597403,0.2337662,0.2207792,0
373,0.5,0.5,1,0.974026,0.9090909,0.8961039,0.8701299,0.7012987,0.6493506,0.6233766,0.5974026,0.5064935,0.4675325,0.3246753,0.2467532,0.2207792,0.1558442,0
374,0.5,0.5,1,0.8311688,0.7792208,0.7012987,0.6883117,0.6623377,0.6363636,0.5974026,0.5844156,0.5714286,0.5454545,0.4935065,0.4675325,0.3636364,0.3116883,0
375,0.5,0.5,1,0.9480519,0.9220779,0.7532468,0.6753247,0.6103896,0.5844156,0.5584416,0.5454545,0.5324675,0.4935065,0.3896104,0.3506494,0.3246753,0.2597403,0
376,0.5,0.5,1,0.987013,0.974026,0.9480519,0.7792208,0.7142857,0.6883117,0.5714286,0.5584416,0.5454545,0.4675325,0.4285714,0.4025974,0.3506494,0.2597403,0
377,0.5,0.5,1,0.987013,0.8181818,0.8051948,0.7922078,0.7662338,0.6883117,0.5974026,0.5454545,0.4285714,0.3896104,0.2467532,0.2207792,0.06493506,0.03896104,0
378,0.5,0.5,1,0.987013,0.974026,0.961039,0.7922078,0.7532468,0.7272727,0.7142857,0.6883117,0.6623377,0.5714286,0.5584416,0.4675325,0.3376623,0.2857143,0
379,0.5,0.5,1,0.974026,0.961039,0.9480519,0.8961039,0.8311688,0.8181818,0.8051948,0.7012987,0.5324675,0.4935065,0.4675325,0.3766234,0.3506494,0.02597403,0
380,0.5,0.5,1,0.974026,0.961039,0.9350649,0.8571429,0.6883117,0.6753247,0.6363636,0.5584416,0.4155844,0.3896104,0.3636364,0.3376623,0.2467532,0.1948052,0
381,0.5,0.5,1,0.974026,0.961039,0.8831169,0.8181818,0.7532468,0.5974026,0.5324675,0.4805195,0.4545455,0.4025974,0.2857143,0.1168831,0.07792208,0.02597403,0
382,0.5,0.5,1,0.9220779,0.8961039,0.8701299,0.8571429,0.6883117,0.6623377,0.5064935,0.4285714,0.2727273,0.2337662,0.1818182,0.1558442,0.1168831,0.02597403,0
383,0.5,0.5,1,0.974026,0.961039,0.9090909,0.8311688,0.8181818,0.6493506,0.5714286,0.4545455,0.4285714,0.3506494,0.3116883,0.2467532,0.1168831,0.02597403,0
384,0.5,0.5,1,0.9350649,0.8571429,0.8441558,0.7532468,0.7272727,0.7142857,0.7012987,0.5324675,0.4935065,0.4025974,0.3506494,0.2077922,0.05194805,0.02597403,0
385,0.5,0.5,1,0.8701299,0.8311688,0.8051948,0.7792208,0.7402597,0.7012987,0.6753247,0.5844156,0.4155844,0.3896104,0.3636364,0.3376623,0.1558442,0.05194805,0
386,0.5,0.5,1,0.974026,0.9220779,0.9090909,0.8831169,0.8441558,0.8311688,0.8051948,0.7922078,0.6883117,0.6233766,0.5974026,0.5584416,0.3636364,0.1948052,0
387,0.5,0.5,1,0.9220779,0.8961039,0.8701299,0.8181818,0.8051948,0.7792208,0.7662338,0.6883117,0.6623377,0.6233766,0.4545455,0.4285714,0.1948052,0.1688312,0
388,0.5,0.5,1,0.987013,0.961039,0.9220779,0.9090909,0.7402597,0.7142857,0.6883117,0.6363636,0.4805195,0.4285714,0.4155844,0.3636364,0.3376623,0.2857143,0
389,0.5,0.5,1,0.961039,0.9350649,0.9220779,0.8311688,0.8181818,0.8051948,0.6363636,0.5714286,0.4545455,0.4025974,0.3766234,0.2337662,0.2077922,0.1558442,0
390,0.5,0.5,1,0.9350649,0.9090909,0.8831169,0.8701299,0.8051948,0.7922078,0.7402597,0.7012987,0.6883117,0.5454545,0.4935065,0.3246753,0.2987013,0.02597403,0
391,0.5,0.5,1,0.8311688,0.7662338,0.6363636,0.6233766,0.5844156,0.5584416,0.5324675,0.5064935,0.4805195,0.4285714,0.4025974,0.3636364,0.1558442,0.02597403,0
392,0.5,0.5,1,0.987013,0.8181818,0.8051948,0.7792208,0.7012987,0.6753247,0.6623377,0.6103896,0.5844156,0.5584416,0.5194805,0.4415584,0.3376623,0.02597403,0
393,0.5,0.5,1,0.974026,0.9350649,0.9220779,0.8441558,0.8181818,0.8051948,0.7532468,0.7402597,0.5714286,0.5454545,0.3766234,0.1558442,0.06493506,0.02597403,0
394,0.5,0.5,1,0.987013,0.8181818,0.6883117,0.6623377,0.6103896,0.5844156,0.5714286,0.5584416,0.5324675,0.4545455,0.4415584,0.2987013,0.2337662,0.1948052,0
395,0.5,0.5,1,0.974026,0.9480519,0.8441558,0.8051948,0.6363636,0.5584416,0.5454545,0.4935065,0.4545455,0.3766234,0.3116883,0.2597403,0.2337662,0.1038961,0
396,0.5,0.5,1,0.9480519,0.9220779,0.8701299,0.8181818,0.6493506,0.6363636,0.6103896,0.5714286,0.4545455,0.4155844,0.3896104,0.3636364,0.3376623,0.1688312,0
397,0.5,0.5,1,0.8831169,0.8701299,0.7532468,0.7402597,0.6623377,0.6103896,0.5844156,0.5454545,0.5324675,0.4935065,0.3246753,0.2987013,0.1948052,0.02597403,0
398,0.5,0.5,1,0.974026,0.8961039,0.8831169,0.8311688,0.7662338,0.7532468,0.7142857,0.5454545,0.5324675,0.5064935,0.4805195,0.4675325,0.3896104,0.3376623,0
399,0.5,0.5,1,0.961039,0.9350649,0.8571429,0.8311688,0.8051948,0.7922078,0.7532468,0.7012987,0.6753247,0.6493506,0.6233766,0.4545455,0.4285714,0.1818182,0
400,0.5,0.5,1,0.8701299,0.8571429,0.8181818,0.7402597,0.6753247,0.6493506,0.5974026,0.5714286,0.4935065,0.3896104,0.3636364,0.3376623,0.2337662,0.1688312,0
401,0.5,0.5,1,0.9480519,0.8701299,0.8441558,0.7922078,0.7402597,0.7012987,0.6883117,0.6623377,0.6493506,0.6103896,0.4415584,0.4025974,0.3766234,0.3116883,0
402,0.5,0.5,1,0.8311688,0.8181818,0.8051948,0.7272727,0.7012987,0.6753247,0.5454545,0.5064935,0.4935065,0.4675325,0.4155844,0.3896104,0.3246753,0.1168831,0
403,0.5,0.5,1,0.9480519,0.8701299,0.8311688,0.8181818,0.7922078,0.6233766,0.6103896,0.5844156,0.5714286,0.4025974,0.2857143,0.2467532,0.2207792,0.02597403,0
404,0.5,0.5,1,0.987013,0.961039,0.9480519,0.8961039,0.7662338,0.7532468,0.7402597,0.6103896,0.4415584,0.4155844,0.3896104,0.3376623,0.2987013,0.1948052,0
405,0.5,0.5,1,0.974026,0.961039,0.8831169,0.8701299,0.8441558,0.8311688,0.7922078,0.7012987,0.5974026,0.5584416,0.3896104,0.3376623,0.1818182,0.1558442,0
406,0.5,0.5,1,0.8311688,0.8181818,0.7922078,0.7272727,0.7012987,0.6623377,0.6493506,0.5974026,0.5844156,0.5064935,0.3376623,0.2987013,0.2597403,0.2337662,0
407,0.5,0.5,1,0.9350649,0.9090909,0.8441558,0.7142857,0.6233766,0.5324675,0.4805195,0.4285714,0.3636364,0.3246753,0.2727273,0.2467532,0.2207792,0.1688312,0
408,0.5,0.5,1,0.9480519,0.9220779,0.9090909,0.8701299,0.8051948,0.7792208,0.7662338,0.7402597,0.7142857,0.6233766,0.5974026,0.5844156,0.4285714,0.2597403,0
409,0.5,0.5,1,0.987013,0.9480519,0.9220779,0.7792208,0.7662338,0.7402597,0.6623377,0.6103896,0.5324675,0.5064935,0.3636364,0.3376623,0.1948052,0.1688312,0
410,0.5,0.5,1,0.987013,0.961039,0.9350649,0.9220779,0.8571429,0.8441558,0.8181818,0.7922078,0.7142857,0.5974026,0.5584416,0.3116883,0.1428571,0.05194805,0
411,0.5,0.5,1,0.974026,0.9220779,0.8571429,0.8441558,0.8311688,0.7792208,0.7142857,0.5454545,0.5064935,0.4805195,0.3116883,0.2597403,0.1558442,0.1298701,0
412,0.5,0.5,1,0.8961039,0.8571429,0.7792208,0.7532468,0.7272727,0.7012987,0.6753247,0.5584416,0.5194805,0.4675325,0.4155844,0.4025974,0.3636364,0.1688312,0
413,0.5,0.5,1,0.974026,0.961039,0.7922078,0.7402597,0.7142857,0.7012987,0.6753247,0.6623377,0.5844156,0.5714286,0.5454545,0.5064935,0.3896104,0.1818182,0
414,0.5,0.5,1,0.987013,0.9090909,0.8831169,0.8051948,0.7792208,0.7532468,0.7142857,0.6623377,0.6233766,0.6103896,0.5844156,0.4155844,0.3246753,0.2727273,0
415,0.5,0.5,1,0.974026,0.9480519,0.8831169,0.7922078,0.6233766,0.6103896,0.4675325,0.4155844,0.3896104,0.2987013,0.2337662,0.1428571,0.1038961,0.07792208,0
