SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14
20,0.5,1,1,0.9827586,0.9655172,0.9482759,0.9137931,0.8448276,0.8103448,0.7758621,0.7413793,0.6724138,0.5689655,0.4827586,0.4310345,0.05172414,0
21,0.5,1,1,0.9827586,0.9655172,0.9310345,0.8793103,0.862069,0.8275862,0.7931034,0.7068966,0.6034483,0.5517241,0.4655172,0.0862069,0.03448276,0
22,0.5,1,1,0.9827586,0.9655172,0.9310345,0.8965517,0.8448276,0.8103448,0.7931034,0.7413793,0.637931,0.5689655,0.5172414,0.4310345,0.3793103,0
23,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8793103,0.8448276,0.8275862,0.7931034,0.7241379,0.6896552,0.6206897,0.5172414,0.1034483,0.05172414,0
24,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8965517,0.7758621,0.7413793,0.7241379,0.7068966,0.6551724,0.5344828,0.4655172,0.4310345,0.3793103,0
25,0.5,1,1,0.9827586,0.9655172,0.9310345,0.8965517,0.8448276,0.8103448,0.7413793,0.7068966,0.6206897,0.5862069,0.5344828,0.4310345,0.3793103,0
26,0.5,1,1,0.9827586,0.9482759,0.862069,0.8448276,0.8103448,0.6724138,0.6206897,0.5862069,0.5517241,0.5172414,0.4655172,0.0862069,0.05172414,0
27,0.5,1,1,0.9655172,0.9310345,0.8965517,0.8793103,0.8448276,0.7931034,0.7413793,0.7241379,0.6206897,0.5517241,0.4655172,0.4310345,0.3793103,0
28,0.5,1,1,0.9827586,0.9310345,0.9137931,0.8793103,0.8448276,0.7931034,0.7758621,0.6551724,0.6206897,0.6034483,0.5862069,0.4310345,0.05172414,0
29,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8793103,0.862069,0.8448276,0.7241379,0.6724138,0.6034483,0.5517241,0.5172414,0.4310345,0.05172414,0
30,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.8448276,0.8275862,0.7758621,0.7413793,0.637931,0.5862069,0.5,0.4137931,0.03448276,0
31,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8965517,0.862069,0.8275862,0.8103448,0.6896552,0.637931,0.5862069,0.4827586,0.4137931,0.03448276,0
32,0.5,1,1,0.9482759,0.9310345,0.9137931,0.8793103,0.862069,0.8275862,0.7758621,0.7586207,0.6551724,0.5344828,0.4827586,0.4482759,0.3793103,0
33,0.5,1,1,0.9827586,0.9310345,0.8965517,0.8793103,0.862069,0.8448276,0.8103448,0.7931034,0.6206897,0.5689655,0.1896552,0.0862069,0.03448276,0
34,0.5,1,1,0.9827586,0.9482759,0.8965517,0.7758621,0.7586207,0.7241379,0.7068966,0.6896552,0.6034483,0.5689655,0.4827586,0.4310345,0.3793103,0
35,0.5,1,1,0.9827586,0.9655172,0.9482759,0.862069,0.8275862,0.7758621,0.6724138,0.6551724,0.6206897,0.5517241,0.4655172,0.0862069,0.03448276,0
36,0.5,1,1,0.9655172,0.9482759,0.9137931,0.862069,0.8275862,0.7931034,0.7413793,0.6724138,0.2586207,0.2068966,0.1724138,0.06896552,0.01724138,0
37,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8965517,0.8275862,0.7758621,0.7241379,0.7068966,0.6724138,0.5862069,0.4827586,0.4310345,0.3793103,0
38,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8965517,0.8793103,0.7586207,0.7068966,0.6896552,0.637931,0.5172414,0.4655172,0.0862069,0.03448276,0
39,0.5,1,1,0.9827586,0.9655172,0.9137931,0.862069,0.8275862,0.7931034,0.7586207,0.7413793,0.7241379,0.7068966,0.6551724,0.137931,0.1034483,0
40,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8965517,0.8793103,0.8103448,0.7931034,0.637931,0.6206897,0.5172414,0.4655172,0.4137931,0.3793103,0
41,0.5,1,1,0.9827586,0.9655172,0.9310345,0.9137931,0.862069,0.7758621,0.6724138,0.6551724,0.637931,0.5172414,0.4827586,0.1034483,0.05172414,0
42,0.5,1,1,0.9827586,0.9310345,0.8965517,0.8448276,0.8275862,0.7758621,0.7586207,0.7413793,0.6896552,0.6034483,0.5,0.4310345,0.03448276,0
43,0.5,1,1,0.9482759,0.9310345,0.8965517,0.8793103,0.862069,0.8448276,0.7758621,0.6896552,0.6206897,0.5172414,0.4655172,0.4137931,0.03448276,0
44,0.5,1,1,0.9655172,0.9482759,0.9310345,0.862069,0.8103448,0.7586207,0.7068966,0.6724138,0.6206897,0.5689655,0.5344828,0.4310345,0.3793103,0
45,0.5,1,1,0.9827586,0.9482759,0.9310345,0.9137931,0.8965517,0.8275862,0.7586207,0.6724138,0.5689655,0.5344828,0.4827586,0.1034483,0.05172414,0
46,0.5,1,1,0.9827586,0.9137931,0.8965517,0.8793103,0.8448276,0.7931034,0.7586207,0.6896552,0.6206897,0.5689655,0.5172414,0.4827586,0.3793103,0
47,0.5,1,1,0.9482759,0.9310345,0.8965517,0.7758621,0.7586207,0.7241379,0.7068966,0.6896552,0.637931,0.5517241,0.4655172,0.4137931,0.03448276,0
48,0.5,1,1,0.9827586,0.9482759,0.9310345,0.9137931,0.8448276,0.8103448,0.7586207,0.6896552,0.637931,0.5689655,0.4655172,0.4310345,0.3793103,0
49,0.5,1,1,0.9655172,0.9482759,0.9310345,0.9137931,0.8793103,0.8448276,0.7931034,0.7586207,0.6896552,0.637931,0.5344828,0.4310345,0.03448276,0
50,0.5,1,1,0.9827586,0.9655172,0.9137931,0.8965517,0.8275862,0.7931034,0.7586207,0.6896552,0.637931,0.5862069,0.5172414,0.4137931,0.03448276,0
51,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8793103,0.8448276,0.8275862,0.8103448,0.6724138,0.637931,0.5689655,0.5172414,0.4137931,0.3793103,0
52,0.5,1,1,0.9655172,0.9482759,0.9310345,0.9137931,0.8793103,0.862069,0.8275862,0.7586207,0.7068966,0.5689655,0.4655172,0.4137931,0.03448276,0
53,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8965517,0.862069,0.8275862,0.7586207,0.7241379,0.6551724,0.6034483,0.5344828,0.1551724,0.05172414,0
54,0.5,1,1,0.9827586,0.9655172,0.8965517,0.862069,0.8275862,0.8103448,0.7413793,0.7068966,0.6551724,0.5689655,0.5344828,0.1551724,0.05172414,0
55,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8793103,0.8448276,0.8103448,0.7586207,0.7413793,0.637931,0.5689655,0.4827586,0.0862069,0.05172414,0
56,0.5,1,1,0.9827586,0.9482759,0.9310345,0.9137931,0.862069,0.8275862,0.8103448,0.7758621,0.7068966,0.5862069,0.5344828,0.4310345,0.05172414,0
57,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8793103,0.862069,0.8448276,0.8103448,0.7586207,0.7068966,0.5862069,0.1896552,0.0862069,0.05172414,0
58,0.5,1,1,0.9827586,0.9137931,0.8965517,0.862069,0.8275862,0.8103448,0.7931034,0.7413793,0.7068966,0.5862069,0.4827586,0.4310345,0.3793103,0
59,0.5,1,1,0.9827586,0.9482759,0.9310345,0.8793103,0.8448276,0.8275862,0.7758621,0.6896552,0.6206897,0.5689655,0.5344828,0.4310345,0.3793103,0
60,0.5,1,1,0.9827586,0.9482759,0.9310345,0.8965517,0.8793103,0.8448276,0.7931034,0.7413793,0.7068966,0.6034483,0.2068966,0.1034483,0.05172414,0
61,0.5,1,1,0.9827586,0.9310345,0.9137931,0.8965517,0.862069,0.8275862,0.7758621,0.6724138,0.637931,0.6034483,0.5,0.4482759,0.3965517,0
62,0.5,1,1,0.9827586,0.9655172,0.9137931,0.8793103,0.8448276,0.8103448,0.7931034,0.7413793,0.637931,0.5517241,0.4655172,0.4310345,0.05172414,0
63,0.5,1,1,0.9827586,0.9310345,0.8965517,0.8793103,0.862069,0.8448276,0.8103448,0.7586207,0.6551724,0.637931,0.5517241,0.4310345,0.05172414,0
64,0.5,1,1,0.9827586,0.9310345,0.9137931,0.8793103,0.8448276,0.8275862,0.7931034,0.7068966,0.6034483,0.5517241,0.5,0.4310345,0.03448276,0
65,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8965517,0.862069,0.8448276,0.7241379,0.637931,0.5862069,0.4827586,0.4482759,0.4310345,0.05172414,0
66,0.5,1,1,0.9655172,0.9310345,0.8965517,0.8793103,0.862069,0.8448276,0.7758621,0.7586207,0.7068966,0.5689655,0.4655172,0.4310345,0.3793103,0
67,0.5,1,1,0.9655172,0.9310345,0.8965517,0.8793103,0.8448276,0.7931034,0.7758621,0.6896552,0.6551724,0.5862069,0.5344828,0.1551724,0.1034483,0
68,0.5,1,1,0.9655172,0.9482759,0.9137931,0.862069,0.8275862,0.7758621,0.7586207,0.7241379,0.6551724,0.5689655,0.5172414,0.4137931,0.03448276,0
69,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8793103,0.7931034,0.7413793,0.6896552,0.637931,0.5862069,0.5344828,0.5,0.3965517,0.05172414,0
70,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8793103,0.862069,0.8103448,0.7931034,0.6724138,0.6034483,0.5689655,0.4655172,0.4137931,0.03448276,0
71,0.5,1,1,0.9655172,0.9482759,0.9310345,0.9137931,0.862069,0.8448276,0.7931034,0.7241379,0.6724138,0.5689655,0.4655172,0.0862069,0.03448276,0
72,0.5,1,1,0.9827586,0.9137931,0.8793103,0.8448276,0.8103448,0.7758621,0.7586207,0.6551724,0.5344828,0.5,0.4482759,0.362069,0.05172414,0
73,0.5,1,1,0.9827586,0.9655172,0.9137931,0.8103448,0.7586207,0.7413793,0.7068966,0.6551724,0.6206897,0.5,0.4655172,0.4137931,0.03448276,0
74,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.8448276,0.8103448,0.7931034,0.6896552,0.637931,0.6034483,0.5344828,0.4310345,0.3793103,0
75,0.5,1,1,0.9827586,0.9482759,0.8793103,0.8448276,0.8103448,0.7931034,0.7413793,0.6896552,0.5862069,0.5689655,0.5517241,0.4137931,0.03448276,0
76,0.5,1,1,0.9655172,0.9310345,0.9137931,0.862069,0.8275862,0.7758621,0.7586207,0.7241379,0.6896552,0.5862069,0.5344828,0.4827586,0.4137931,0
77,0.5,1,1,0.9827586,0.9310345,0.9137931,0.8793103,0.862069,0.7931034,0.7586207,0.7413793,0.7241379,0.6724138,0.1896552,0.0862069,0.03448276,0
78,0.5,1,1,0.9827586,0.9655172,0.9310345,0.9137931,0.8793103,0.862069,0.7758621,0.6896552,0.6551724,0.6034483,0.5,0.0862069,0.03448276,0
79,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8965517,0.8793103,0.8103448,0.7758621,0.7586207,0.7068966,0.6034483,0.4655172,0.4137931,0.03448276,0
80,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8793103,0.862069,0.8275862,0.7241379,0.6896552,0.6206897,0.6034483,0.5517241,0.4310345,0.05172414,0
81,0.5,1,1,0.9655172,0.9482759,0.9310345,0.9137931,0.862069,0.8275862,0.8103448,0.7586207,0.7413793,0.5862069,0.4827586,0.0862069,0.03448276,0
82,0.5,1,1,0.9827586,0.9482759,0.9137931,0.862069,0.8448276,0.8275862,0.7241379,0.6724138,0.637931,0.5344828,0.4655172,0.0862069,0.05172414,0
83,0.5,1,1,0.9482759,0.9310345,0.9137931,0.8793103,0.862069,0.8275862,0.7931034,0.6896552,0.637931,0.5344828,0.4827586,0.4482759,0.3965517,0
84,0.5,1,1,0.9655172,0.9310345,0.9137931,0.862069,0.8275862,0.7931034,0.7758621,0.7241379,0.637931,0.5862069,0.4827586,0.4310345,0.03448276,0
85,0.5,1,1,0.9482759,0.9310345,0.9137931,0.862069,0.8103448,0.7931034,0.7586207,0.7413793,0.637931,0.5689655,0.1896552,0.137931,0.03448276,0
86,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8965517,0.862069,0.8448276,0.8275862,0.6896552,0.6724138,0.6206897,0.5689655,0.5517241,0.5,0
87,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8793103,0.862069,0.8103448,0.7931034,0.7586207,0.6724138,0.5689655,0.1896552,0.137931,0.03448276,0
88,0.5,1,1,0.9655172,0.9310345,0.8965517,0.862069,0.8275862,0.7931034,0.7758621,0.7413793,0.6896552,0.6206897,0.5862069,0.1551724,0.1034483,0
89,0.5,1,1,0.9827586,0.9482759,0.9137931,0.7758621,0.7586207,0.7413793,0.7241379,0.6551724,0.5862069,0.5344828,0.4655172,0.0862069,0.05172414,0
90,0.5,1,1,0.9827586,0.9655172,0.9310345,0.862069,0.8103448,0.7758621,0.7413793,0.637931,0.6034483,0.5862069,0.5172414,0.4482759,0.05172414,0
91,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.8275862,0.8103448,0.7758621,0.6724138,0.6551724,0.6206897,0.5689655,0.5,0.03448276,0
92,0.5,1,1,0.9827586,0.9655172,0.9310345,0.8793103,0.8448276,0.8103448,0.7586207,0.7068966,0.6896552,0.637931,0.5344828,0.4827586,0.4310345,0
93,0.5,1,1,0.9482759,0.9310345,0.8965517,0.8793103,0.8448276,0.7931034,0.7758621,0.6724138,0.6551724,0.5172414,0.4655172,0.4137931,0.3793103,0
94,0.5,1,1,0.9827586,0.9655172,0.9310345,0.8965517,0.8275862,0.8103448,0.7413793,0.6896552,0.5862069,0.5344828,0.5,0.4655172,0.3965517,0
95,0.5,1,1,0.9827586,0.9310345,0.9137931,0.8793103,0.862069,0.7931034,0.7413793,0.6896552,0.637931,0.5689655,0.1896552,0.0862069,0.03448276,0
96,0.5,1,1,0.9827586,0.9655172,0.9137931,0.8793103,0.862069,0.8275862,0.7758621,0.7241379,0.6724138,0.5862069,0.4827586,0.4310345,0.03448276,0
97,0.5,1,1,0.9827586,0.9482759,0.8965517,0.8793103,0.862069,0.8275862,0.7758621,0.7068966,0.6551724,0.5862069,0.5344828,0.5,0.3965517,0
98,0.5,1,1,0.9827586,0.9655172,0.9482759,0.8965517,0.862069,0.8103448,0.7758621,0.7241379,0.637931,0.5344828,0.5,0.4310345,0.05172414,0
99,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8965517,0.862069,0.8275862,0.7758621,0.6724138,0.6206897,0.5172414,0.4827586,0.4310345,0.03448276,0
100,0.5,1,1,0.9655172,0.9137931,0.8793103,0.8275862,0.8103448,0.7931034,0.6724138,0.6551724,0.6206897,0.5689655,0.4655172,0.4310345,0.3793103,0
101,0.5,1,1,0.9482759,0.9310345,0.8965517,0.862069,0.8448276,0.8275862,0.8103448,0.7413793,0.637931,0.5862069,0.5344828,0.5,0.3793103,0
102,0.5,1,1,0.9655172,0.9137931,0.8793103,0.862069,0.8448276,0.7931034,0.7586207,0.6551724,0.5862069,0.5344828,0.4655172,0.0862069,0.05172414,0
103,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8965517,0.862069,0.8275862,0.7931034,0.7413793,0.637931,0.5344828,0.4827586,0.4482759,0.3793103,0
104,0.5,1,1,0.9827586,0.9310345,0.8965517,0.8793103,0.8448276,0.8275862,0.7758621,0.7241379,0.6034483,0.5344828,0.5,0.4310345,0.05172414,0
105,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8965517,0.8448276,0.8275862,0.8103448,0.7931034,0.6206897,0.5862069,0.2068966,0.1034483,0.05172414,0
106,0.5,1,1,0.9655172,0.9310345,0.8965517,0.8793103,0.8448276,0.8103448,0.7931034,0.6896552,0.637931,0.5344828,0.4827586,0.4310345,0.3965517,0
107,0.5,1,1,0.9655172,0.9482759,0.8793103,0.862069,0.8103448,0.7931034,0.7758621,0.7413793,0.637931,0.6206897,0.5862069,0.4310345,0.05172414,0
108,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8793103,0.862069,0.8103448,0.7931034,0.7586207,0.6206897,0.5172414,0.4655172,0.0862069,0.05172414,0
109,0.5,1,1,0.9655172,0.9137931,0.862069,0.8275862,0.8103448,0.7931034,0.7758621,0.7413793,0.6551724,0.5689655,0.5172414,0.4827586,0.3793103,0
110,0.5,1,1,0.9827586,0.9655172,0.8965517,0.862069,0.8275862,0.8103448,0.7758621,0.7241379,0.6724138,0.6206897,0.5172414,0.4137931,0.03448276,0
111,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8965517,0.862069,0.7931034,0.7586207,0.7068966,0.6551724,0.5689655,0.4655172,0.0862069,0.05172414,0
112,0.5,1,1,0.9827586,0.9655172,0.9310345,0.8965517,0.8103448,0.7586207,0.7241379,0.6551724,0.6034483,0.5689655,0.5172414,0.4137931,0.03448276,0
113,0.5,1,1,0.9827586,0.9655172,0.9310345,0.9137931,0.8793103,0.8103448,0.7586207,0.7413793,0.6896552,0.637931,0.6034483,0.5,0.1034483,0
114,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.8448276,0.8103448,0.7586207,0.7413793,0.7068966,0.6034483,0.5517241,0.4482759,0.3965517,0
115,0.5,1,1,0.9827586,0.9310345,0.9137931,0.8793103,0.8448276,0.7413793,0.7241379,0.6724138,0.6551724,0.5689655,0.4827586,0.1034483,0.05172414,0
116,0.5,1,1,0.9655172,0.9482759,0.8965517,0.8793103,0.862069,0.8448276,0.7931034,0.7586207,0.6896552,0.6724138,0.5344828,0.4310345,0.05172414,0
117,0.5,1,1,0.9827586,0.9655172,0.9482759,0.9137931,0.8793103,0.8448276,0.7758621,0.6896552,0.6206897,0.2413793,0.1896552,0.1551724,0.05172414,0
118,0.5,1,1,0.9827586,0.9655172,0.9482759,0.9137931,0.862069,0.7758621,0.7413793,0.6896552,0.5862069,0.5172414,0.4655172,0.4137931,0.03448276,0
119,0.5,1,1,0.9827586,0.9482759,0.9310345,0.8965517,0.8275862,0.7758621,0.7413793,0.637931,0.5689655,0.5344828,0.4827586,0.4310345,0.3793103,0
120,0.5,1,1,0.9827586,0.9482759,0.9310345,0.8793103,0.862069,0.8103448,0.7931034,0.7413793,0.6896552,0.5862069,0.5172414,0.4137931,0.3793103,0
121,0.5,1,1,0.9655172,0.9310345,0.8965517,0.8793103,0.862069,0.7758621,0.7241379,0.6896552,0.6206897,0.5689655,0.5344828,0.137931,0.03448276,0
122,0.5,1,1,0.9655172,0.9482759,0.8965517,0.8793103,0.862069,0.7931034,0.7758621,0.7413793,0.7068966,0.6551724,0.5689655,0.4827586,0.1034483,0
123,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.862069,0.8448276,0.7931034,0.7241379,0.6896552,0.5862069,0.5344828,0.4310345,0.3793103,0
124,0.5,1,1,0.9482759,0.9310345,0.9137931,0.8965517,0.8448276,0.8103448,0.7931034,0.7068966,0.6034483,0.5344828,0.4827586,0.0862069,0.05172414,0
125,0.5,1,1,0.9655172,0.9482759,0.8965517,0.8793103,0.862069,0.8275862,0.7241379,0.6551724,0.6206897,0.5689655,0.5172414,0.4827586,0.3793103,0
126,0.5,1,1,0.9655172,0.9482759,0.9137931,0.862069,0.8448276,0.8275862,0.7068966,0.6896552,0.6206897,0.5689655,0.4655172,0.0862069,0.03448276,0
127,0.5,1,1,0.9827586,0.9655172,0.9482759,0.9137931,0.862069,0.7413793,0.7068966,0.6896552,0.6034483,0.5517241,0.5172414,0.4310345,0.05172414,0
128,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8965517,0.862069,0.8275862,0.8103448,0.6724138,0.6206897,0.5172414,0.4655172,0.4137931,0.03448276,0
129,0.5,1,1,0.9655172,0.9137931,0.8793103,0.8448276,0.8275862,0.8103448,0.7758621,0.7586207,0.6206897,0.5172414,0.4827586,0.0862069,0.05172414,0
130,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.862069,0.8103448,0.7758621,0.6724138,0.6206897,0.5344828,0.5,0.4482759,0.05172414,0
131,0.5,1,1,0.9482759,0.9310345,0.9137931,0.8793103,0.8103448,0.7931034,0.7413793,0.6896552,0.637931,0.6034483,0.5517241,0.137931,0.03448276,0
132,0.5,1,1,0.9482759,0.9137931,0.8965517,0.862069,0.8103448,0.7931034,0.7586207,0.7241379,0.6896552,0.5862069,0.5172414,0.4655172,0.4137931,0
133,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.8275862,0.8103448,0.7931034,0.7413793,0.6896552,0.5689655,0.4655172,0.4310345,0.3965517,0
134,0.5,1,1,0.9482759,0.9310345,0.9137931,0.8793103,0.862069,0.8103448,0.6896552,0.637931,0.5862069,0.5689655,0.4655172,0.4137931,0.03448276,0
135,0.5,1,1,0.9827586,0.9310345,0.8965517,0.862069,0.8103448,0.7586207,0.7241379,0.7068966,0.6551724,0.5689655,0.4655172,0.4310345,0.05172414,0
136,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8793103,0.8448276,0.8275862,0.7758621,0.6896552,0.637931,0.5862069,0.5172414,0.137931,0.03448276,0
137,0.5,1,1,0.9655172,0.9482759,0.8965517,0.7931034,0.7758621,0.7413793,0.7068966,0.637931,0.5862069,0.5517241,0.4827586,0.4310345,0.05172414,0
138,0.5,1,1,0.9827586,0.9655172,0.9310345,0.8965517,0.862069,0.8103448,0.7931034,0.7758621,0.7068966,0.6896552,0.637931,0.5344828,0.4827586,0
139,0.5,1,1,0.9827586,0.9655172,0.9310345,0.8965517,0.8275862,0.8103448,0.7413793,0.6551724,0.6206897,0.5689655,0.5344828,0.1551724,0.05172414,0
140,0.5,1,1,0.9827586,0.9655172,0.9482759,0.9137931,0.8793103,0.8448276,0.7068966,0.6896552,0.6724138,0.5172414,0.4655172,0.0862069,0.03448276,0
141,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8965517,0.862069,0.8448276,0.7931034,0.6896552,0.637931,0.5862069,0.5172414,0.4827586,0.3793103,0
142,0.5,1,1,0.9827586,0.9310345,0.9137931,0.8965517,0.862069,0.8275862,0.7931034,0.7241379,0.6724138,0.5689655,0.5344828,0.4827586,0.3793103,0
143,0.5,1,1,0.9655172,0.9310345,0.9137931,0.862069,0.7413793,0.6896552,0.6551724,0.6206897,0.6034483,0.5517241,0.4655172,0.1034483,0.05172414,0
144,0.5,1,1,0.9827586,0.9482759,0.9310345,0.9137931,0.862069,0.7931034,0.7758621,0.6724138,0.5862069,0.5344828,0.4655172,0.4137931,0.3793103,0
145,0.5,1,1,0.9655172,0.9310345,0.8965517,0.862069,0.8448276,0.7931034,0.7758621,0.7068966,0.6896552,0.5689655,0.5344828,0.4827586,0.3793103,0
146,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.8448276,0.7413793,0.7068966,0.6551724,0.637931,0.5172414,0.4655172,0.4137931,0.03448276,0
147,0.5,1,1,0.9827586,0.9310345,0.8793103,0.862069,0.8275862,0.7241379,0.6724138,0.6551724,0.6206897,0.5344828,0.4827586,0.4482759,0.3965517,0
148,0.5,1,1,0.9827586,0.9655172,0.8965517,0.862069,0.8448276,0.7931034,0.7413793,0.7068966,0.637931,0.6034483,0.5517241,0.5,0.1034483,0
149,0.5,1,1,0.9827586,0.9655172,0.9137931,0.8793103,0.862069,0.8275862,0.7758621,0.6724138,0.6034483,0.5517241,0.5172414,0.4655172,0.3793103,0
150,0.5,1,1,0.9655172,0.9137931,0.8965517,0.8793103,0.8275862,0.7931034,0.7758621,0.7068966,0.6034483,0.5517241,0.4655172,0.4137931,0.3793103,0
151,0.5,1,1,0.9827586,0.9655172,0.9482759,0.8965517,0.8275862,0.7586207,0.7241379,0.6896552,0.6551724,0.5517241,0.5,0.4310345,0.05172414,0
152,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8965517,0.862069,0.7586207,0.7413793,0.6896552,0.637931,0.5172414,0.4827586,0.1034483,0.05172414,0
153,0.5,1,1,0.9827586,0.9482759,0.9310345,0.8793103,0.862069,0.8275862,0.7931034,0.7413793,0.637931,0.5862069,0.4827586,0.4137931,0.03448276,0
154,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.862069,0.8448276,0.7931034,0.7068966,0.6724138,0.6206897,0.5172414,0.4310345,0.3793103,0
155,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8793103,0.8448276,0.8275862,0.7586207,0.6724138,0.2586207,0.2068966,0.1034483,0.0862069,0.03448276,0
156,0.5,1,1,0.9482759,0.9310345,0.8965517,0.862069,0.8448276,0.8275862,0.7586207,0.7068966,0.6724138,0.5689655,0.4655172,0.4137931,0.3793103,0
157,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.8275862,0.7931034,0.7413793,0.7241379,0.6551724,0.5517241,0.5172414,0.4482759,0.3965517,0
158,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8793103,0.862069,0.8275862,0.7931034,0.7241379,0.6551724,0.5517241,0.5,0.4482759,0.3965517,0
159,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8965517,0.862069,0.7586207,0.7068966,0.6551724,0.6206897,0.5862069,0.5344828,0.4482759,0.3793103,0
160,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8965517,0.8448276,0.8103448,0.7758621,0.7586207,0.7068966,0.6034483,0.5,0.4310345,0.3965517,0
161,0.5,1,1,0.9655172,0.9482759,0.9310345,0.9137931,0.8965517,0.8448276,0.8103448,0.7068966,0.6206897,0.5689655,0.5172414,0.4137931,0.03448276,0
162,0.5,1,1,0.9827586,0.9655172,0.9482759,0.8965517,0.862069,0.8448276,0.7931034,0.7586207,0.7241379,0.5862069,0.4827586,0.1034483,0.05172414,0
163,0.5,1,1,0.9827586,0.9482759,0.9310345,0.8793103,0.8448276,0.8103448,0.7931034,0.7413793,0.6724138,0.5689655,0.4655172,0.0862069,0.03448276,0
164,0.5,1,1,0.9827586,0.9482759,0.9137931,0.862069,0.8448276,0.8103448,0.7586207,0.7413793,0.637931,0.5689655,0.5344828,0.1551724,0.05172414,0
165,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8965517,0.8448276,0.8275862,0.7758621,0.7241379,0.6724138,0.637931,0.5344828,0.4137931,0.3793103,0
166,0.5,1,1,0.9655172,0.9310345,0.9137931,0.8793103,0.8275862,0.7758621,0.7413793,0.6724138,0.5689655,0.5344828,0.4827586,0.4137931,0.3793103,0
167,0.5,1,1,0.9827586,0.9310345,0.9137931,0.8965517,0.8275862,0.7931034,0.6896552,0.637931,0.6034483,0.5517241,0.5,0.4482759,0.3965517,0
168,0.5,1,1,0.9827586,0.9655172,0.9310345,0.8793103,0.862069,0.8103448,0.7931034,0.7413793,0.6551724,0.5862069,0.4827586,0.4310345,0.03448276,0
169,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8965517,0.8793103,0.8448276,0.8103448,0.7586207,0.6896552,0.5862069,0.4827586,0.4310345,0.3793103,0
170,0.5,1,1,0.9655172,0.9482759,0.9137931,0.8965517,0.8793103,0.7931034,0.7413793,0.7241379,0.637931,0.5689655,0.5344828,0.4310345,0.05172414,0
171,0.5,1,1,0.9827586,0.9482759,0.9310345,0.9137931,0.8448276,0.8103448,0.7931034,0.6896552,0.5862069,0.5172414,0.4827586,0.1034483,0.05172414,0
172,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8965517,0.8793103,0.8275862,0.8103448,0.7068966,0.6551724,0.5517241,0.5172414,0.4482759,0.05172414,0
173,0.5,1,1,0.9655172,0.9482759,0.9310345,0.8965517,0.862069,0.7586207,0.7241379,0.6896552,0.6206897,0.5344828,0.4827586,0.0862069,0.03448276,0
174,0.5,1,1,0.9655172,0.9310345,0.8965517,0.8793103,0.8448276,0.8275862,0.7931034,0.7413793,0.637931,0.6034483,0.4827586,0.4310345,0.05172414,0
175,0.5,1,1,0.9827586,0.9482759,0.9137931,0.8965517,0.862069,0.8103448,0.7931034,0.7413793,0.6896552,0.5862069,0.4827586,0.4137931,0.3793103,0
