SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10
131,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7435897,0.7179487,0.6153846,0.3589744,0.2051282,0
132,0.5,0.5,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7692308,0.7179487,0.6923077,0.5641026,0.4615385,0
133,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.7948718,0.6923077,0.6410256,0.5897436,0.5384615,0.4615385,0
134,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7948718,0.7435897,0.7179487,0.6923077,0.6153846,0.5641026,0
135,0.5,0.5,1,0.9487179,0.9230769,0.8461538,0.7948718,0.7179487,0.6666667,0.6153846,0.4102564,0.3076923,0
136,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.7948718,0.7435897,0.6666667,0.6153846,0.5897436,0.2820513,0
137,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.7948718,0.7435897,0.7179487,0.6410256,0.6153846,0.5641026,0
138,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7692308,0.7179487,0.6410256,0.5897436,0.4102564,0.2820513,0
139,0.5,0.5,1,0.9487179,0.9230769,0.7948718,0.7692308,0.7179487,0.6410256,0.5897436,0.4358974,0.3076923,0
140,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.5897436,0.2820513,0.1794872,0
141,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7179487,0.6666667,0.5897436,0.5128205,0.2307692,0
142,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8461538,0.7948718,0.7179487,0.6410256,0.5641026,0.2820513,0
143,0.5,0.5,1,0.9487179,0.8974359,0.6923077,0.6153846,0.5384615,0.5128205,0.4615385,0.3076923,0.2564103,0
144,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7692308,0.6923077,0.6410256,0.5128205,0.4871795,0
145,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.7948718,0.6923077,0.6410256,0.6153846,0.5641026,0.5128205,0
146,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.6666667,0.6153846,0.5641026,0.4615385,0
147,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.7948718,0.7692308,0.6923077,0.6410256,0.5641026,0.2820513,0
148,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.7948718,0.6923077,0.6410256,0.4102564,0.3589744,0.2307692,0
149,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7435897,0.5128205,0.2564103,0.1794872,0.1282051,0
150,0.5,0.5,1,0.974359,0.9230769,0.8461538,0.7948718,0.6923077,0.6153846,0.5641026,0.5128205,0.2051282,0
151,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.6923077,0.6410256,0.6153846,0.4102564,0.3846154,0.2564103,0
152,0.5,0.5,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7435897,0.6666667,0.5897436,0.5641026,0.4358974,0
153,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8461538,0.7948718,0.7179487,0.6923077,0.6410256,0.3846154,0
154,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7435897,0.6923077,0.4871795,0.4102564,0.3589744,0
155,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7179487,0.6153846,0.5897436,0.5128205,0.4871795,0.3846154,0
156,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7179487,0.6666667,0.6153846,0.5384615,0.4358974,0
157,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.7692308,0.7179487,0.6923077,0.6410256,0.5897436,0.3589744,0
158,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8205128,0.7179487,0.6153846,0.4358974,0.3589744,0.2564103,0
159,0.5,0.5,1,0.9487179,0.8717949,0.6923077,0.6410256,0.5897436,0.3076923,0.2820513,0.1282051,0.07692308,0
160,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7435897,0.6666667,0.5897436,0.3076923,0.2051282,0
161,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7692308,0.6666667,0.6153846,0.5897436,0.4871795,0
162,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7692308,0.6923077,0.6153846,0.5641026,0.4615385,0
163,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.6666667,0.5897436,0.5384615,0.4358974,0
164,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.6666667,0.5897436,0.5641026,0.3333333,0
165,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.6923077,0.6666667,0.6153846,0.3846154,0
166,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7179487,0.6410256,0.5897436,0.5128205,0.1538462,0
167,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.6666667,0.6153846,0.5897436,0.5128205,0
168,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.6666667,0.6410256,0.5128205,0.4615385,0
169,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.6923077,0.6153846,0.5897436,0.4871795,0
170,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.7179487,0.5897436,0.5641026,0.2564103,0
171,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7692308,0.6923077,0.6153846,0.3076923,0.2307692,0
172,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7435897,0.6923077,0.6153846,0.5897436,0.2820513,0
173,0.5,0.5,1,0.974359,0.9230769,0.8461538,0.7948718,0.7435897,0.6923077,0.6410256,0.5897436,0.5641026,0
174,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.6666667,0.5384615,0.4615385,0.3846154,0.3333333,0.2820513,0
175,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7692308,0.7179487,0.6923077,0.6153846,0.2564103,0
176,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7179487,0.5897436,0.3589744,0.2820513,0
177,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7435897,0.6666667,0.5897436,0.5384615,0.3333333,0
178,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.5384615,0.4871795,0.3846154,0.2564103,0
179,0.5,0.5,1,0.9487179,0.9230769,0.8461538,0.7948718,0.7435897,0.6666667,0.5897436,0.5641026,0.4871795,0
180,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7692308,0.6923077,0.6153846,0.5897436,0.5128205,0
181,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.6923077,0.6410256,0.5641026,0.4871795,0
182,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.7179487,0.5897436,0.3589744,0.3333333,0
183,0.5,0.5,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.6410256,0.5897436,0.3076923,0.07692308,0
184,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7435897,0.7179487,0.6923077,0.5641026,0.3589744,0
185,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8205128,0.7435897,0.7179487,0.5897436,0.5641026,0.4615385,0
186,0.5,0.5,1,0.9487179,0.9230769,0.7435897,0.6666667,0.6153846,0.5384615,0.4871795,0.4358974,0.3589744,0
187,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.6923077,0.6153846,0.5128205,0.4358974,0
188,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7692308,0.6410256,0.5897436,0.5384615,0.2564103,0
189,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7692308,0.6923077,0.6666667,0.5384615,0.2564103,0
190,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6410256,0.6153846,0.4615385,0
191,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8205128,0.7948718,0.7179487,0.6666667,0.5384615,0.2820513,0
192,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.7179487,0.6666667,0.5641026,0.1794872,0
193,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.6666667,0.6410256,0.6153846,0.3076923,0
194,0.5,0.5,1,0.974359,0.9230769,0.8461538,0.7948718,0.7692308,0.7179487,0.5897436,0.5384615,0.2820513,0
195,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.7692308,0.7179487,0.6666667,0.5897436,0.5128205,0.4871795,0
196,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.5641026,0.4358974,0.3589744,0.2307692,0
197,0.5,0.5,1,0.9487179,0.8717949,0.8205128,0.7692308,0.6923077,0.6666667,0.5897436,0.5384615,0.3333333,0
198,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.7692308,0.7435897,0.6923077,0.5384615,0.4358974,0.2820513,0
199,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7435897,0.6923077,0.6666667,0.6410256,0.3846154,0.2564103,0
200,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7435897,0.6923077,0.5897436,0.5128205,0.4615385,0
201,0.5,0.5,1,0.9487179,0.8717949,0.8205128,0.7692308,0.7179487,0.6923077,0.6666667,0.6410256,0.3076923,0
202,0.5,0.5,1,0.9230769,0.8717949,0.7948718,0.7435897,0.6923077,0.6410256,0.5897436,0.5384615,0.2820513,0
203,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.7179487,0.6923077,0.5641026,0.4615385,0
204,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7179487,0.6666667,0.5897436,0.3589744,0
205,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.7179487,0.5897436,0.5384615,0.4871795,0
206,0.5,0.5,1,0.9230769,0.8717949,0.8461538,0.7948718,0.6923077,0.6410256,0.3076923,0.2564103,0.2051282,0
207,0.5,0.5,1,0.9487179,0.8717949,0.8205128,0.7435897,0.7179487,0.6666667,0.6153846,0.5641026,0.3076923,0
208,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7179487,0.6410256,0.5384615,0.5128205,0
209,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.7179487,0.5897436,0.4871795,0.4615385,0
210,0.5,0.5,1,0.974359,0.9487179,0.8974359,0.8461538,0.7948718,0.7179487,0.6666667,0.5384615,0.2564103,0
211,0.5,0.5,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7692308,0.7179487,0.6666667,0.5897436,0.5384615,0
212,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7435897,0.6666667,0.6153846,0.5128205,0
213,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.6410256,0.6153846,0.5897436,0.5384615,0
214,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7692308,0.6923077,0.5897436,0.5641026,0.4358974,0
215,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7179487,0.6666667,0.5897436,0.5384615,0.3333333,0
216,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7692308,0.7179487,0.6923077,0.6153846,0.5384615,0
217,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8461538,0.8205128,0.7692308,0.6923077,0.3589744,0.2307692,0
218,0.5,0.5,1,0.9487179,0.9230769,0.8974359,0.8717949,0.8205128,0.7692308,0.6923077,0.6153846,0.4102564,0
219,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6410256,0.5128205,0.2307692,0
220,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8461538,0.7948718,0.7179487,0.6410256,0.5897436,0.4615385,0
221,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8461538,0.7692308,0.7179487,0.6666667,0.6410256,0.5384615,0
222,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.4871795,0.3589744,0.2307692,0
223,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7179487,0.6666667,0.5897436,0.5641026,0.3333333,0
224,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.7179487,0.6923077,0.5641026,0.2820513,0
225,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7179487,0.6666667,0.5897436,0.5641026,0.4358974,0
226,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7179487,0.5384615,0.4358974,0.2307692,0
227,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8205128,0.7435897,0.7179487,0.6666667,0.6153846,0.4871795,0
228,0.5,0.5,1,0.974359,0.9230769,0.8205128,0.7692308,0.7179487,0.6410256,0.5897436,0.3076923,0.2564103,0
229,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6923077,0.6666667,0.3076923,0
230,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7179487,0.6923077,0.6410256,0.3589744,0.2820513,0
231,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7692308,0.6923077,0.6153846,0.3589744,0
232,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7179487,0.6923077,0.5641026,0.3076923,0
233,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.6666667,0.5897436,0.4871795,0.4358974,0
234,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6666667,0.6153846,0.4615385,0
235,0.5,0.5,1,0.9487179,0.9230769,0.8461538,0.7948718,0.7435897,0.6410256,0.5897436,0.5641026,0.4615385,0
236,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.7692308,0.6923077,0.6410256,0.6153846,0.5897436,0.4615385,0
237,0.5,0.5,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7692308,0.7179487,0.5897436,0.5384615,0.3589744,0
238,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.6923077,0.6410256,0.5384615,0.4615385,0
239,0.5,0.5,1,0.974359,0.9230769,0.8974359,0.8461538,0.7948718,0.7179487,0.6666667,0.6153846,0.3076923,0
240,0.5,0.5,1,0.9230769,0.8461538,0.7948718,0.7692308,0.7179487,0.6666667,0.6153846,0.3846154,0.1282051,0
241,0.5,0.5,1,0.9487179,0.9230769,0.8461538,0.7692308,0.7179487,0.4102564,0.3333333,0.2820513,0.1025641,0
242,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7179487,0.6410256,0.5641026,0.3846154,0
243,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7948718,0.7435897,0.7179487,0.5897436,0.2820513,0.1794872,0
244,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7435897,0.6666667,0.5897436,0.4102564,0.3333333,0
245,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7179487,0.6666667,0.5897436,0.4615385,0.4102564,0
246,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7179487,0.6923077,0.6410256,0.6153846,0.3076923,0
247,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7179487,0.6666667,0.6153846,0.5641026,0.4615385,0
248,0.5,0.5,1,0.9487179,0.8717949,0.8461538,0.8205128,0.7435897,0.6923077,0.5641026,0.5128205,0.4871795,0
249,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8205128,0.5384615,0.4871795,0.4615385,0.3333333,0.2564103,0
250,0.5,0.5,1,0.974359,0.9487179,0.8974359,0.8461538,0.7948718,0.7179487,0.5897436,0.3589744,0.2307692,0
251,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.6666667,0.5897436,0.5384615,0.4615385,0
252,0.5,0.5,1,0.974359,0.9230769,0.8205128,0.7692308,0.7435897,0.6923077,0.6666667,0.5897436,0.5128205,0
253,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.7179487,0.6666667,0.5897436,0.3333333,0
254,0.5,0.5,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.6410256,0.5897436,0.5641026,0.4615385,0
255,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.7692308,0.7435897,0.7179487,0.5897436,0.5384615,0.3333333,0
256,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.7948718,0.7435897,0.6923077,0.5384615,0.4102564,0.3333333,0
257,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7179487,0.6666667,0.5897436,0.5641026,0.2564103,0
258,0.5,0.5,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7692308,0.6923077,0.6410256,0.6153846,0.2564103,0
259,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7435897,0.6923077,0.6410256,0.5384615,0.4358974,0
260,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7692308,0.7179487,0.4358974,0.3589744,0.1538462,0
261,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6666667,0.4615385,0.3333333,0
262,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7692308,0.4615385,0.3846154,0.3333333,0.2820513,0.05128205,0
263,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7435897,0.7179487,0.3846154,0.2051282,0.07692308,0
264,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7435897,0.7179487,0.5897436,0.3846154,0.2307692,0
265,0.5,0.5,1,0.9487179,0.9230769,0.8461538,0.7692308,0.7179487,0.6923077,0.6666667,0.6153846,0.5384615,0
266,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8205128,0.7435897,0.6923077,0.6153846,0.5641026,0.5128205,0
267,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6666667,0.6410256,0.2820513,0
268,0.5,0.5,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7692308,0.6923077,0.6410256,0.6153846,0.5384615,0
269,0.5,0.5,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7948718,0.5897436,0.4871795,0.4102564,0.3333333,0
270,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.7948718,0.7692308,0.7179487,0.6410256,0.6153846,0.3333333,0
271,0.5,0.5,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7948718,0.6666667,0.5897436,0.5641026,0.4615385,0
272,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7435897,0.6923077,0.5641026,0.4871795,0.4358974,0
273,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7179487,0.6410256,0.5897436,0.5384615,0.2820513,0
274,0.5,0.5,1,0.974359,0.8974359,0.8461538,0.7948718,0.7435897,0.6666667,0.5897436,0.5128205,0.4871795,0
275,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.7179487,0.5897436,0.5641026,0.3076923,0
276,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.6666667,0.5897436,0.5641026,0.4358974,0.2564103,0.2051282,0
277,0.5,0.5,1,0.9230769,0.8717949,0.8461538,0.7948718,0.7435897,0.5384615,0.5128205,0.3846154,0.2307692,0
278,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7179487,0.6410256,0.5897436,0.5384615,0.2051282,0
279,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0.2564103,0
280,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7435897,0.6666667,0.5897436,0.5128205,0.1538462,0
281,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7435897,0.7179487,0.5128205,0.3846154,0.3076923,0
282,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.7179487,0.6923077,0.6410256,0.5384615,0
283,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7948718,0.7435897,0.6410256,0.5897436,0.4615385,0.2564103,0
284,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.7179487,0.5128205,0.3846154,0.3076923,0
285,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.7692308,0.7435897,0.6666667,0.6410256,0.4358974,0.3076923,0
286,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8461538,0.6153846,0.5641026,0.4871795,0.3333333,0.2307692,0
287,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7435897,0.6410256,0.5897436,0.4871795,0.4615385,0
288,0.5,0.5,1,0.9487179,0.9230769,0.8461538,0.7948718,0.6923077,0.6410256,0.5897436,0.5384615,0.2051282,0
289,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7435897,0.5384615,0.4102564,0.3333333,0
290,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.5897436,0.5641026,0.5128205,0.4102564,0.2820513,0.2051282,0
291,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7435897,0.7179487,0.6923077,0.6666667,0.6153846,0
292,0.5,0.5,1,0.9487179,0.9230769,0.8461538,0.7692308,0.7179487,0.6666667,0.6410256,0.5897436,0.3846154,0
293,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7435897,0.6666667,0.5897436,0.3589744,0.1538462,0
294,0.5,0.5,1,0.974359,0.8974359,0.8461538,0.7948718,0.7435897,0.6666667,0.6153846,0.5384615,0.4615385,0
295,0.5,0.5,1,0.974359,0.9487179,0.8974359,0.8461538,0.7179487,0.6410256,0.5897436,0.5384615,0.3076923,0
296,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.6666667,0.6410256,0.5641026,0.5128205,0.3846154,0.3333333,0
297,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7179487,0.6923077,0.6410256,0.5641026,0.3333333,0
298,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.7948718,0.7692308,0.7179487,0.5897436,0.4102564,0.1538462,0
299,0.5,0.5,1,0.974359,0.9230769,0.8974359,0.8205128,0.7692308,0.6923077,0.6410256,0.3076923,0.2051282,0
300,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7435897,0.6666667,0.6153846,0.5384615,0.4615385,0
301,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8205128,0.7179487,0.6410256,0.5897436,0.5128205,0.4358974,0
302,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7948718,0.7435897,0.6923077,0.6153846,0.3076923,0.1025641,0
303,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7435897,0.6923077,0.5897436,0.5384615,0.4102564,0
304,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8205128,0.7692308,0.6923077,0.6153846,0.4871795,0.4102564,0
305,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7948718,0.7179487,0.6410256,0.5641026,0.2820513,0
306,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7692308,0.6923077,0.5641026,0.4102564,0
307,0.5,0.5,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7435897,0.6923077,0.6666667,0.5384615,0.4871795,0
308,0.5,0.5,1,0.9487179,0.9230769,0.8461538,0.7948718,0.7435897,0.6410256,0.5897436,0.5641026,0.4871795,0
309,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7179487,0.4871795,0.4358974,0.3846154,0.2820513,0
310,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7179487,0.6666667,0.5897436,0.3076923,0.2820513,0
311,0.5,0.5,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7948718,0.7179487,0.6410256,0.5128205,0.2820513,0
312,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7692308,0.7435897,0.7179487,0.6410256,0.5641026,0
313,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7179487,0.6410256,0.3589744,0.2307692,0
314,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7692308,0.6666667,0.5897436,0.4615385,0
315,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7179487,0.6923077,0.6153846,0.4871795,0.4615385,0
316,0.5,0.5,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7948718,0.6666667,0.5897436,0.5641026,0.4358974,0
317,0.5,0.5,1,0.974359,0.9230769,0.8717949,0.8461538,0.7948718,0.7692308,0.6923077,0.5641026,0.4102564,0
318,0.5,0.5,1,0.974359,0.9230769,0.8461538,0.7948718,0.7435897,0.6923077,0.6666667,0.5384615,0.4102564,0
319,0.5,0.5,1,0.9487179,0.8974359,0.7179487,0.6153846,0.5641026,0.5128205,0.4871795,0.4102564,0.3589744,0
320,0.5,0.5,1,0.974359,0.9487179,0.8974359,0.8205128,0.7692308,0.7179487,0.6410256,0.4358974,0.3333333,0
321,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7692308,0.6923077,0.4871795,0.3589744,0.2820513,0
322,0.5,0.5,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7179487,0.6410256,0.5897436,0.3333333,0.2564103,0
323,0.5,0.5,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7948718,0.7179487,0.6410256,0.2820513,0.1794872,0
324,0.5,0.5,1,0.974359,0.9230769,0.8974359,0.8461538,0.7692308,0.6410256,0.3589744,0.3076923,0.07692308,0
325,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7435897,0.4358974,0.3076923,0.2820513,0.07692308,0
326,0.5,0.5,1,0.974359,0.9230769,0.8205128,0.7692308,0.7179487,0.6923077,0.6153846,0.5128205,0.4615385,0
327,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.7692308,0.6923077,0.6410256,0.6153846,0.3076923,0.2051282,0
328,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.5641026,0.5128205,0.3846154,0.3076923,0.2820513,0
329,0.5,0.5,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7179487,0.6410256,0.5897436,0.5641026,0.2564103,0
330,0.5,0.5,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7179487,0.6410256,0.5897436,0.5384615,0.4358974,0
331,0.5,0.5,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.6923077,0.6666667,0.5384615,0.4615385,0
332,0.5,0.5,1,0.9230769,0.8717949,0.8205128,0.7692308,0.7179487,0.6923077,0.6666667,0.6153846,0.2820513,0
333,0.5,0.5,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.6666667,0.5897436,0.5641026,0.2820513,0
334,0.5,0.5,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7179487,0.6923077,0.6410256,0.6153846,0.2307692,0
335,0.5,0.5,1,0.974359,0.9230769,0.8461538,0.7692308,0.7179487,0.6666667,0.5897436,0.5384615,0.3589744,0
