SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14,Prop15,Prop16,Prop17,Prop18,Prop19,Prop20,Prop21,Prop22
194,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9113924,0.8987342,0.8101266,0.7974684,0.7721519,0.7341772,0.721519,0.7088608,0.6835443,0.6708861,0.5696203,0.5063291,0.4810127,0.4303797,0.4177215,0.3544304,0.08860759,0.02531646,0
195,0.5,1,1,0.9113924,0.8987342,0.8860759,0.8481013,0.8227848,0.8101266,0.7974684,0.7721519,0.7468354,0.6835443,0.6455696,0.6202532,0.5696203,0.5189873,0.5063291,0.4177215,0.164557,0.1265823,0.1139241,0.1012658,0.03797468,0
196,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9493671,0.9240506,0.9113924,0.8734177,0.8101266,0.7594937,0.7341772,0.6962025,0.6835443,0.6708861,0.6582278,0.5063291,0.4810127,0.4556962,0.4050633,0.3164557,0.2911392,0.2531646,0
197,0.5,1,1,0.9620253,0.8734177,0.8607595,0.8481013,0.835443,0.8227848,0.8101266,0.7974684,0.7721519,0.7594937,0.721519,0.6329114,0.6075949,0.5949367,0.5822785,0.5189873,0.4303797,0.3924051,0.3037975,0.278481,0.02531646,0
198,0.5,1,1,0.9873418,0.9620253,0.9493671,0.9240506,0.8987342,0.8860759,0.8734177,0.8607595,0.835443,0.8101266,0.7848101,0.6962025,0.6329114,0.5822785,0.4936709,0.4810127,0.443038,0.3797468,0.3417722,0.3164557,0.2658228,0
199,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9240506,0.8987342,0.8860759,0.8734177,0.8607595,0.835443,0.7848101,0.7721519,0.7468354,0.7341772,0.7088608,0.5822785,0.3164557,0.278481,0.2151899,0.1772152,0.1518987,0.08860759,0
200,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9493671,0.9367089,0.8734177,0.8607595,0.8481013,0.835443,0.8101266,0.721519,0.6962025,0.6708861,0.6202532,0.5822785,0.556962,0.5316456,0.5063291,0.4810127,0.1012658,0.06329114,0
201,0.5,1,1,0.9113924,0.8987342,0.8734177,0.8607595,0.8481013,0.8227848,0.8101266,0.7848101,0.7468354,0.721519,0.6582278,0.6329114,0.6202532,0.6075949,0.5822785,0.5443038,0.5063291,0.4177215,0.4050633,0.07594937,0.05063291,0
202,0.5,1,1,0.9873418,0.9620253,0.9367089,0.9240506,0.835443,0.8101266,0.7721519,0.7594937,0.7468354,0.7341772,0.6455696,0.6202532,0.5696203,0.556962,0.5063291,0.4556962,0.3924051,0.3670886,0.3291139,0.3164557,0.278481,0
203,0.5,1,1,0.9746835,0.9620253,0.9493671,0.8987342,0.8860759,0.8481013,0.835443,0.8101266,0.7974684,0.7594937,0.7088608,0.6455696,0.6202532,0.6075949,0.5949367,0.5696203,0.5443038,0.1772152,0.1392405,0.1265823,0.08860759,0
204,0.5,1,1,0.9873418,0.9746835,0.9493671,0.9367089,0.8987342,0.8734177,0.8607595,0.8481013,0.7594937,0.721519,0.7088608,0.6708861,0.6455696,0.556962,0.5316456,0.5189873,0.4936709,0.4683544,0.1012658,0.08860759,0.03797468,0
205,0.5,1,1,0.9873418,0.9493671,0.9240506,0.9113924,0.8860759,0.8734177,0.8227848,0.8101266,0.7974684,0.7721519,0.7468354,0.6835443,0.6708861,0.5822785,0.5443038,0.4936709,0.4810127,0.4050633,0.1518987,0.1139241,0.08860759,0
206,0.5,1,1,0.9113924,0.8987342,0.8860759,0.8607595,0.8227848,0.8101266,0.7974684,0.7721519,0.7468354,0.7341772,0.721519,0.6329114,0.6202532,0.5949367,0.556962,0.5189873,0.4556962,0.443038,0.4303797,0.3417722,0.06329114,0
207,0.5,1,1,0.9113924,0.8860759,0.8607595,0.8481013,0.835443,0.8101266,0.7974684,0.7848101,0.7468354,0.6835443,0.6582278,0.6329114,0.6202532,0.5949367,0.5696203,0.5316456,0.4683544,0.3797468,0.3544304,0.3037975,0.03797468,0
208,0.5,1,1,0.9873418,0.9620253,0.9493671,0.9367089,0.8860759,0.8734177,0.835443,0.8227848,0.8101266,0.7974684,0.7594937,0.7341772,0.6455696,0.5949367,0.5316456,0.5189873,0.5063291,0.2025316,0.1772152,0.1518987,0.06329114,0
209,0.5,1,1,0.9873418,0.9493671,0.8607595,0.835443,0.8101266,0.7848101,0.7721519,0.7468354,0.7341772,0.721519,0.6962025,0.6708861,0.5822785,0.5316456,0.5189873,0.4936709,0.4303797,0.3670886,0.3164557,0.3037975,0.2658228,0
210,0.5,1,1,0.9873418,0.9620253,0.9493671,0.9367089,0.9240506,0.9113924,0.8734177,0.8607595,0.7721519,0.721519,0.6962025,0.6708861,0.5189873,0.5063291,0.4556962,0.4177215,0.3670886,0.3417722,0.3164557,0.06329114,0.02531646,0
211,0.5,1,1,0.9873418,0.9746835,0.9620253,0.8734177,0.8607595,0.835443,0.8101266,0.7848101,0.7721519,0.7594937,0.7341772,0.6708861,0.6329114,0.6202532,0.5696203,0.5063291,0.4177215,0.3924051,0.3544304,0.3291139,0.2658228,0
212,0.5,1,1,0.9873418,0.9746835,0.9493671,0.9367089,0.8481013,0.8227848,0.7974684,0.7848101,0.7341772,0.721519,0.6835443,0.6708861,0.6329114,0.6202532,0.5822785,0.4936709,0.4303797,0.4177215,0.3544304,0.2911392,0.2658228,0
213,0.5,1,1,0.9620253,0.9493671,0.9367089,0.9240506,0.8987342,0.8734177,0.8481013,0.8227848,0.721519,0.6708861,0.6455696,0.5696203,0.5189873,0.4810127,0.4683544,0.4556962,0.3670886,0.1139241,0.07594937,0.06329114,0.02531646,0
214,0.5,1,1,0.9873418,0.8987342,0.8734177,0.8481013,0.835443,0.8227848,0.8101266,0.7974684,0.7721519,0.7468354,0.7088608,0.6582278,0.6329114,0.5949367,0.5443038,0.5189873,0.5063291,0.1265823,0.1139241,0.08860759,0.03797468,0
215,0.5,1,1,0.9873418,0.9620253,0.9367089,0.9113924,0.8987342,0.8860759,0.8734177,0.8607595,0.7848101,0.7594937,0.7468354,0.6582278,0.6202532,0.6075949,0.5949367,0.5063291,0.1772152,0.1139241,0.07594937,0.05063291,0.01265823,0
216,0.5,1,1,0.9873418,0.9746835,0.9620253,0.8734177,0.8481013,0.8227848,0.7974684,0.7721519,0.7594937,0.7341772,0.7088608,0.6582278,0.5949367,0.5063291,0.4683544,0.4303797,0.3797468,0.3544304,0.3291139,0.3164557,0.278481,0
217,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9493671,0.9367089,0.9240506,0.835443,0.8101266,0.7721519,0.721519,0.6708861,0.6455696,0.6329114,0.6075949,0.5189873,0.5063291,0.4683544,0.4556962,0.4303797,0.08860759,0.06329114,0
218,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9240506,0.9113924,0.8860759,0.8607595,0.7721519,0.7468354,0.7088608,0.6329114,0.6202532,0.6075949,0.5822785,0.5316456,0.5063291,0.4936709,0.4810127,0.443038,0.4050633,0.2531646,0
219,0.5,1,1,0.9873418,0.9367089,0.8481013,0.835443,0.8227848,0.8101266,0.7974684,0.7721519,0.7468354,0.6582278,0.6455696,0.5822785,0.5443038,0.5316456,0.5189873,0.4683544,0.4303797,0.3670886,0.3417722,0.3164557,0.278481,0
220,0.5,1,1,0.9873418,0.9746835,0.9493671,0.9367089,0.9113924,0.8987342,0.8860759,0.8481013,0.7594937,0.7341772,0.6455696,0.6075949,0.556962,0.5189873,0.4556962,0.1772152,0.1518987,0.1265823,0.1139241,0.05063291,0.01265823,0
221,0.5,1,1,0.9873418,0.9620253,0.9367089,0.9240506,0.9113924,0.8227848,0.7974684,0.7721519,0.7594937,0.721519,0.6835443,0.6708861,0.6455696,0.6329114,0.6202532,0.5949367,0.5443038,0.4936709,0.3417722,0.08860759,0.05063291,0
222,0.5,1,1,0.9873418,0.9746835,0.9367089,0.8481013,0.835443,0.8227848,0.8101266,0.7594937,0.7468354,0.6835443,0.6582278,0.6202532,0.6075949,0.5949367,0.5696203,0.5443038,0.5189873,0.1518987,0.1012658,0.06329114,0.02531646,0
223,0.5,1,1,0.9873418,0.9493671,0.9367089,0.9240506,0.9113924,0.8607595,0.8481013,0.8227848,0.8101266,0.7848101,0.6962025,0.6835443,0.6582278,0.6329114,0.6202532,0.6075949,0.4810127,0.443038,0.1392405,0.1139241,0.05063291,0
224,0.5,1,1,0.9873418,0.9746835,0.9620253,0.8734177,0.8481013,0.835443,0.8227848,0.7974684,0.7468354,0.721519,0.7088608,0.6835443,0.6455696,0.6329114,0.5949367,0.5696203,0.5189873,0.4810127,0.4177215,0.4050633,0.3797468,0
225,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9113924,0.8987342,0.8860759,0.8607595,0.8227848,0.7341772,0.6835443,0.6582278,0.6329114,0.5949367,0.5822785,0.556962,0.5443038,0.4556962,0.443038,0.3797468,0.3670886,0.3291139,0
226,0.5,1,1,0.9873418,0.9620253,0.8734177,0.835443,0.8101266,0.7974684,0.7594937,0.7468354,0.6582278,0.6329114,0.6202532,0.5949367,0.5316456,0.5189873,0.4810127,0.443038,0.4303797,0.4050633,0.3544304,0.08860759,0.06329114,0
227,0.5,1,1,0.9873418,0.9620253,0.9113924,0.8987342,0.8860759,0.8734177,0.8607595,0.835443,0.8101266,0.7974684,0.7594937,0.7341772,0.721519,0.6835443,0.5949367,0.4683544,0.1772152,0.1518987,0.1012658,0.07594937,0.01265823,0
228,0.5,1,1,0.9873418,0.9620253,0.9367089,0.9240506,0.9113924,0.8860759,0.8481013,0.8227848,0.8101266,0.7721519,0.6835443,0.6455696,0.6329114,0.5822785,0.556962,0.5443038,0.5316456,0.4810127,0.4556962,0.3164557,0.2531646,0
229,0.5,1,1,0.9873418,0.9367089,0.9240506,0.835443,0.8101266,0.7468354,0.721519,0.6708861,0.6329114,0.6202532,0.5949367,0.5822785,0.5443038,0.5316456,0.4683544,0.443038,0.4303797,0.4050633,0.3924051,0.3544304,0.08860759,0
230,0.5,1,1,0.9873418,0.9620253,0.9493671,0.9113924,0.8987342,0.8481013,0.835443,0.8101266,0.7974684,0.7848101,0.7721519,0.7341772,0.6455696,0.6202532,0.5696203,0.5443038,0.4810127,0.4683544,0.4303797,0.06329114,0.02531646,0
231,0.5,1,1,0.9873418,0.9746835,0.9493671,0.9367089,0.9240506,0.8987342,0.8101266,0.7848101,0.721519,0.6582278,0.6455696,0.6202532,0.6075949,0.5696203,0.556962,0.4556962,0.1898734,0.164557,0.1518987,0.1265823,0.08860759,0
232,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9367089,0.9113924,0.8860759,0.8734177,0.8481013,0.8227848,0.7848101,0.7088608,0.6962025,0.6075949,0.5443038,0.5316456,0.4683544,0.4303797,0.3417722,0.3037975,0.02531646,0.01265823,0
233,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9367089,0.8734177,0.7848101,0.7468354,0.7341772,0.721519,0.6835443,0.6582278,0.6455696,0.6329114,0.6075949,0.5443038,0.4556962,0.4177215,0.3924051,0.3291139,0.06329114,0.02531646,0
234,0.5,1,1,0.9746835,0.9367089,0.9113924,0.8860759,0.7974684,0.7721519,0.7468354,0.6835443,0.6455696,0.6329114,0.6202532,0.5822785,0.5696203,0.556962,0.5189873,0.5063291,0.4556962,0.3924051,0.1392405,0.05063291,0.02531646,0
235,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9367089,0.9113924,0.8987342,0.8734177,0.835443,0.7468354,0.7341772,0.6962025,0.6835443,0.6708861,0.6455696,0.5822785,0.5696203,0.556962,0.5189873,0.4556962,0.4177215,0.03797468,0
236,0.5,1,1,0.9873418,0.9493671,0.9367089,0.9240506,0.8734177,0.835443,0.8101266,0.7974684,0.7594937,0.7341772,0.721519,0.7088608,0.6962025,0.6075949,0.556962,0.5316456,0.5063291,0.4810127,0.3924051,0.3797468,0.06329114,0
237,0.5,1,1,0.9493671,0.9367089,0.9240506,0.9113924,0.8734177,0.8607595,0.8481013,0.7088608,0.6708861,0.6455696,0.6329114,0.6202532,0.5949367,0.5443038,0.2911392,0.2658228,0.2025316,0.164557,0.1518987,0.1139241,0.02531646,0
238,0.5,1,1,0.9873418,0.9746835,0.9493671,0.9367089,0.9113924,0.8987342,0.8734177,0.8607595,0.8481013,0.8101266,0.721519,0.5696203,0.5443038,0.5063291,0.443038,0.4050633,0.3924051,0.3797468,0.1265823,0.1012658,0.06329114,0
239,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9240506,0.9113924,0.8987342,0.8734177,0.8481013,0.8227848,0.7848101,0.7594937,0.7468354,0.7341772,0.6455696,0.6329114,0.5443038,0.5063291,0.443038,0.1139241,0.07594937,0.05063291,0
240,0.5,1,1,0.9493671,0.9240506,0.9113924,0.8860759,0.8734177,0.835443,0.8227848,0.8101266,0.7848101,0.7721519,0.7594937,0.6075949,0.5822785,0.556962,0.5316456,0.443038,0.1898734,0.1772152,0.1265823,0.06329114,0.02531646,0
241,0.5,1,1,0.9493671,0.9240506,0.9113924,0.8860759,0.7974684,0.7848101,0.7721519,0.7594937,0.721519,0.7088608,0.6835443,0.6455696,0.556962,0.5063291,0.443038,0.4177215,0.3797468,0.3544304,0.3417722,0.3291139,0.2658228,0
242,0.5,1,1,0.9493671,0.9367089,0.9113924,0.8987342,0.8734177,0.7721519,0.7468354,0.721519,0.7088608,0.6962025,0.6708861,0.6582278,0.5696203,0.556962,0.4936709,0.4556962,0.2025316,0.1772152,0.1392405,0.1139241,0.06329114,0
243,0.5,1,1,0.9746835,0.9493671,0.8607595,0.8481013,0.835443,0.8227848,0.8101266,0.7848101,0.7594937,0.7468354,0.7341772,0.721519,0.6582278,0.6202532,0.556962,0.2911392,0.2658228,0.2278481,0.1898734,0.1012658,0.03797468,0
244,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9367089,0.9240506,0.835443,0.8101266,0.7848101,0.7468354,0.7341772,0.6962025,0.6835443,0.6708861,0.6329114,0.6202532,0.6075949,0.2278481,0.2025316,0.1772152,0.1518987,0.06329114,0
245,0.5,1,1,0.9746835,0.9620253,0.9367089,0.8987342,0.8860759,0.8734177,0.8607595,0.8227848,0.7974684,0.7468354,0.7341772,0.7088608,0.6202532,0.5316456,0.4936709,0.443038,0.4177215,0.3670886,0.07594937,0.03797468,0.01265823,0
246,0.5,1,1,0.9873418,0.8987342,0.8860759,0.8481013,0.8227848,0.7974684,0.7721519,0.7594937,0.721519,0.7088608,0.6202532,0.6075949,0.5443038,0.5189873,0.4936709,0.4683544,0.3797468,0.3670886,0.3417722,0.3037975,0.2531646,0
247,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9240506,0.8987342,0.8734177,0.8607595,0.8481013,0.835443,0.8227848,0.8101266,0.7848101,0.7721519,0.7468354,0.7088608,0.6455696,0.6075949,0.5949367,0.5316456,0.443038,0.3670886,0
248,0.5,1,1,0.9873418,0.9746835,0.8860759,0.8734177,0.8607595,0.835443,0.7721519,0.7594937,0.7468354,0.7088608,0.6835443,0.6329114,0.5696203,0.5443038,0.5189873,0.5063291,0.4683544,0.443038,0.3037975,0.2911392,0.2531646,0
249,0.5,1,1,0.9620253,0.9367089,0.9240506,0.8860759,0.8481013,0.835443,0.8227848,0.7848101,0.7721519,0.7088608,0.6962025,0.6708861,0.6455696,0.5063291,0.4936709,0.4683544,0.4556962,0.2025316,0.1392405,0.05063291,0.03797468,0
250,0.5,1,1,0.9873418,0.9620253,0.9367089,0.9240506,0.8987342,0.8860759,0.7974684,0.7594937,0.7341772,0.721519,0.6582278,0.6202532,0.6075949,0.5949367,0.5696203,0.4177215,0.4050633,0.3924051,0.3797468,0.3417722,0.08860759,0
251,0.5,1,1,0.9493671,0.9367089,0.9240506,0.9113924,0.8987342,0.8607595,0.8227848,0.8101266,0.7848101,0.7721519,0.7468354,0.7341772,0.721519,0.6582278,0.5189873,0.4303797,0.4050633,0.3544304,0.3291139,0.07594937,0.03797468,0
252,0.5,1,1,0.9746835,0.8860759,0.8734177,0.8481013,0.835443,0.7721519,0.7468354,0.7341772,0.721519,0.6962025,0.6835443,0.6582278,0.6455696,0.6075949,0.5443038,0.5063291,0.4050633,0.3924051,0.3291139,0.3037975,0.03797468,0
253,0.5,1,1,0.9746835,0.9493671,0.9367089,0.9240506,0.9113924,0.8860759,0.8734177,0.8607595,0.7088608,0.6835443,0.5949367,0.556962,0.5316456,0.5063291,0.4936709,0.443038,0.4303797,0.1772152,0.1139241,0.1012658,0.06329114,0
254,0.5,1,1,0.9873418,0.8987342,0.8734177,0.8607595,0.835443,0.7468354,0.7341772,0.7088608,0.6835443,0.6708861,0.6329114,0.5949367,0.5822785,0.5189873,0.5063291,0.4683544,0.4303797,0.3544304,0.3417722,0.3164557,0.2531646,0
255,0.5,1,1,0.9746835,0.9620253,0.9367089,0.8481013,0.835443,0.8227848,0.8101266,0.7848101,0.7468354,0.7341772,0.6962025,0.6708861,0.6329114,0.5949367,0.5316456,0.4810127,0.4556962,0.3924051,0.3797468,0.3544304,0.08860759,0
256,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9493671,0.8987342,0.8860759,0.7974684,0.7848101,0.7341772,0.7088608,0.6835443,0.6455696,0.6329114,0.5696203,0.5443038,0.5316456,0.443038,0.1898734,0.164557,0.1265823,0.03797468,0
257,0.5,1,1,0.9113924,0.8987342,0.8860759,0.8607595,0.835443,0.8101266,0.7974684,0.7594937,0.7341772,0.7088608,0.6962025,0.6835443,0.6075949,0.5696203,0.556962,0.5316456,0.443038,0.3797468,0.3670886,0.1139241,0.08860759,0
258,0.5,1,1,0.9746835,0.9620253,0.8734177,0.7848101,0.7594937,0.7341772,0.7088608,0.6962025,0.6202532,0.6075949,0.5822785,0.5696203,0.556962,0.5189873,0.4810127,0.4177215,0.4050633,0.3924051,0.3670886,0.2911392,0.03797468,0
259,0.5,1,1,0.9746835,0.9493671,0.9367089,0.9240506,0.9113924,0.8860759,0.8607595,0.835443,0.8101266,0.7848101,0.7468354,0.6582278,0.6455696,0.6329114,0.5822785,0.5696203,0.5063291,0.4683544,0.4556962,0.4177215,0.03797468,0
260,0.5,1,1,0.9873418,0.9620253,0.9493671,0.8607595,0.8481013,0.835443,0.8101266,0.7721519,0.7341772,0.6708861,0.6075949,0.5949367,0.5063291,0.4810127,0.4683544,0.4556962,0.443038,0.3670886,0.3417722,0.3164557,0.06329114,0
261,0.5,1,1,0.9873418,0.9746835,0.9367089,0.9113924,0.8860759,0.8734177,0.8607595,0.8481013,0.8227848,0.7848101,0.7721519,0.7341772,0.5949367,0.3417722,0.3164557,0.2278481,0.164557,0.1012658,0.06329114,0.03797468,0.01265823,0
262,0.5,1,1,0.9873418,0.9620253,0.9493671,0.9240506,0.8987342,0.8101266,0.7848101,0.7721519,0.7341772,0.721519,0.6835443,0.6329114,0.6075949,0.3164557,0.278481,0.2658228,0.2405063,0.1772152,0.164557,0.1518987,0.08860759,0
263,0.5,1,1,0.9873418,0.9493671,0.8860759,0.8734177,0.8607595,0.835443,0.8101266,0.7974684,0.7721519,0.7468354,0.7341772,0.721519,0.6962025,0.6708861,0.2911392,0.278481,0.2531646,0.164557,0.1392405,0.1265823,0.03797468,0
264,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9367089,0.9240506,0.8860759,0.8607595,0.8481013,0.8227848,0.7974684,0.7848101,0.7341772,0.7088608,0.6835443,0.6582278,0.5949367,0.5822785,0.5443038,0.1772152,0.1265823,0.08860759,0
265,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9493671,0.9113924,0.8860759,0.8607595,0.835443,0.8101266,0.7848101,0.7594937,0.7468354,0.6962025,0.556962,0.5443038,0.5063291,0.2405063,0.2278481,0.1392405,0.1012658,0.08860759,0
266,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9367089,0.9240506,0.8860759,0.8607595,0.835443,0.7848101,0.7594937,0.7468354,0.6455696,0.6329114,0.6202532,0.5949367,0.5316456,0.443038,0.4050633,0.3670886,0.3037975,0.2658228,0
267,0.5,1,1,0.9746835,0.8860759,0.8607595,0.835443,0.8101266,0.7468354,0.721519,0.7088608,0.6708861,0.6582278,0.6329114,0.6202532,0.5949367,0.5696203,0.5316456,0.2278481,0.2151899,0.2025316,0.164557,0.1139241,0.02531646,0
268,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9240506,0.9113924,0.8860759,0.8227848,0.7341772,0.721519,0.6962025,0.5949367,0.5822785,0.5443038,0.5189873,0.4810127,0.4177215,0.3924051,0.3544304,0.3417722,0.2911392,0.2658228,0
269,0.5,1,1,0.9873418,0.9746835,0.9493671,0.9367089,0.8987342,0.8860759,0.8734177,0.8227848,0.7974684,0.7088608,0.6962025,0.6708861,0.6582278,0.5696203,0.5316456,0.4936709,0.443038,0.3924051,0.3670886,0.3417722,0.03797468,0
270,0.5,1,1,0.9493671,0.9240506,0.9113924,0.8860759,0.7974684,0.7468354,0.721519,0.7088608,0.6962025,0.6835443,0.6708861,0.6582278,0.5696203,0.5443038,0.5189873,0.4936709,0.1772152,0.1392405,0.1265823,0.1012658,0.06329114,0
271,0.5,1,1,0.9113924,0.8860759,0.8734177,0.8607595,0.835443,0.8101266,0.7848101,0.7721519,0.6835443,0.6075949,0.5949367,0.5822785,0.5696203,0.5443038,0.5063291,0.4936709,0.443038,0.4303797,0.4050633,0.2911392,0.2531646,0
272,0.5,1,1,0.9746835,0.8860759,0.8607595,0.8481013,0.7974684,0.7848101,0.7721519,0.7594937,0.7088608,0.6835443,0.5949367,0.5696203,0.5443038,0.4936709,0.4683544,0.1898734,0.1518987,0.1139241,0.1012658,0.06329114,0.05063291,0
273,0.5,1,1,0.9873418,0.9746835,0.9620253,0.8987342,0.8734177,0.8607595,0.8227848,0.7848101,0.7594937,0.7468354,0.6962025,0.6075949,0.5949367,0.5063291,0.4936709,0.443038,0.4177215,0.3670886,0.07594937,0.06329114,0.03797468,0
274,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9240506,0.8987342,0.8734177,0.835443,0.8227848,0.7974684,0.7594937,0.7088608,0.6962025,0.6835443,0.6582278,0.5696203,0.5316456,0.4683544,0.4556962,0.4177215,0.3924051,0.3670886,0
275,0.5,1,1,0.9746835,0.8860759,0.8607595,0.8101266,0.7721519,0.7468354,0.721519,0.7088608,0.6962025,0.6329114,0.6202532,0.5822785,0.556962,0.5443038,0.5063291,0.4177215,0.3797468,0.08860759,0.06329114,0.05063291,0.03797468,0
276,0.5,1,1,0.9873418,0.9746835,0.9620253,0.9493671,0.9240506,0.8860759,0.8607595,0.835443,0.7974684,0.7848101,0.7721519,0.6835443,0.6582278,0.5696203,0.5443038,0.4936709,0.4810127,0.4177215,0.4050633,0.3670886,0.3164557,0
277,0.5,1,1,0.9873418,0.8987342,0.8734177,0.8481013,0.8227848,0.7848101,0.6962025,0.6835443,0.6708861,0.6582278,0.6455696,0.5949367,0.5696203,0.5063291,0.4810127,0.2025316,0.164557,0.1139241,0.07594937,0.06329114,0.03797468,0
278,0.5,1,1,0.9873418,0.9367089,0.8481013,0.8227848,0.8101266,0.7974684,0.7594937,0.7468354,0.6962025,0.6835443,0.5949367,0.5696203,0.5316456,0.5189873,0.4936709,0.4810127,0.4556962,0.4050633,0.3797468,0.3670886,0.3164557,0
279,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9113924,0.8987342,0.8860759,0.8734177,0.8607595,0.8481013,0.721519,0.7088608,0.6835443,0.6455696,0.5822785,0.556962,0.5316456,0.4556962,0.443038,0.1518987,0.1139241,0.02531646,0
280,0.5,1,1,0.9873418,0.9620253,0.9493671,0.9367089,0.8481013,0.835443,0.8227848,0.7974684,0.7594937,0.7468354,0.6962025,0.6708861,0.6582278,0.5949367,0.5822785,0.5696203,0.5443038,0.5316456,0.4050633,0.3544304,0.03797468,0
281,0.5,1,1,0.9113924,0.8860759,0.8481013,0.835443,0.8101266,0.7468354,0.721519,0.6962025,0.6075949,0.556962,0.5316456,0.5063291,0.4683544,0.4177215,0.4050633,0.3797468,0.3670886,0.3544304,0.3417722,0.3291139,0.2531646,0
282,0.5,1,1,0.9746835,0.9620253,0.9367089,0.9240506,0.9113924,0.8987342,0.8860759,0.8734177,0.835443,0.8227848,0.6962025,0.4050633,0.3924051,0.3417722,0.2911392,0.2531646,0.2278481,0.2025316,0.1772152,0.1392405,0.05063291,0
283,0.5,1,1,0.9873418,0.9367089,0.8987342,0.8734177,0.8607595,0.8481013,0.835443,0.8227848,0.8101266,0.7974684,0.7848101,0.7341772,0.6075949,0.5949367,0.5063291,0.4936709,0.4683544,0.4303797,0.3670886,0.3417722,0.02531646,0
284,0.5,1,1,0.9873418,0.9746835,0.9493671,0.9240506,0.9113924,0.8987342,0.8860759,0.8607595,0.8101266,0.7848101,0.7341772,0.6455696,0.5822785,0.5443038,0.5316456,0.5189873,0.4936709,0.4556962,0.443038,0.3037975,0.2531646,0
285,0.5,1,1,0.9746835,0.9493671,0.9367089,0.9113924,0.8860759,0.8734177,0.7848101,0.7721519,0.721519,0.7088608,0.6962025,0.6075949,0.5822785,0.5189873,0.4810127,0.4556962,0.4303797,0.4177215,0.3797468,0.2658228,0.2531646,0
286,0.5,1,1,0.9746835,0.9493671,0.9367089,0.8481013,0.8227848,0.7974684,0.7721519,0.6835443,0.6708861,0.6582278,0.6202532,0.5949367,0.5822785,0.5696203,0.5443038,0.5063291,0.4556962,0.443038,0.4177215,0.3670886,0.278481,0
287,0.5,1,1,0.9113924,0.8860759,0.8734177,0.8607595,0.8481013,0.7974684,0.7594937,0.7468354,0.7341772,0.6962025,0.6708861,0.5822785,0.5189873,0.4556962,0.4177215,0.3797468,0.3544304,0.3164557,0.05063291,0.03797468,0.02531646,0
288,0.5,1,1,0.9873418,0.9620253,0.9493671,0.8607595,0.8481013,0.8227848,0.7341772,0.7088608,0.6835443,0.6329114,0.5822785,0.556962,0.5316456,0.4683544,0.443038,0.4177215,0.3797468,0.3670886,0.08860759,0.07594937,0.03797468,0
289,0.5,1,1,0.9746835,0.9113924,0.8987342,0.8734177,0.8481013,0.8227848,0.7594937,0.7468354,0.721519,0.6835443,0.6708861,0.6582278,0.6202532,0.5316456,0.4936709,0.4810127,0.4683544,0.3797468,0.3417722,0.278481,0.02531646,0
290,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9367089,0.9113924,0.8860759,0.8481013,0.8101266,0.7088608,0.6835443,0.6329114,0.6202532,0.5822785,0.5696203,0.5443038,0.5316456,0.4683544,0.3797468,0.3544304,0.3417722,0.2531646,0
291,0.5,1,1,0.9113924,0.8607595,0.835443,0.7974684,0.7721519,0.7594937,0.721519,0.6962025,0.6708861,0.5822785,0.5696203,0.556962,0.5189873,0.5063291,0.443038,0.4303797,0.4177215,0.3797468,0.3164557,0.2911392,0.03797468,0
292,0.5,1,1,0.9113924,0.8987342,0.8860759,0.835443,0.8227848,0.8101266,0.7721519,0.7468354,0.6582278,0.6455696,0.6329114,0.5949367,0.2911392,0.2531646,0.2025316,0.1898734,0.1518987,0.1265823,0.06329114,0.03797468,0.01265823,0
293,0.5,1,1,0.9746835,0.9620253,0.9493671,0.9240506,0.9113924,0.8607595,0.8481013,0.7594937,0.721519,0.6835443,0.6202532,0.5949367,0.5822785,0.4936709,0.4683544,0.4556962,0.443038,0.1898734,0.1772152,0.08860759,0.03797468,0
294,0.5,1,1,0.9873418,0.9620253,0.8734177,0.7848101,0.7721519,0.7594937,0.7468354,0.7341772,0.6708861,0.6582278,0.6455696,0.6329114,0.6075949,0.5822785,0.556962,0.5189873,0.5063291,0.4556962,0.4050633,0.3670886,0.2531646,0
